mlcq_repo,github_repo,commit_esperado,commit_clonado,junit,status,linhas_bytestsmells,linhas_byclasstest,segundos,detalhe
apache/incubator-brooklyn,test-smells-incubator-brooklyn,337a5d22d5e9c98cc96ea1085383cbed1ee0b741,337a5d22d5e9c98cc96ea1085383cbed1ee0b741,JUnit4,OK,8735,719,47,
apache/incubator-druid,test-smells-druid,8ca7cb4886dcaeeaaea3a06aceb9e6d50eeecab5,8ca7cb4886dcaeeaaea3a06aceb9e6d50eeecab5,JUnit4,OK,19783,928,56,
apache/incubator-heron,test-smells-incubator-heron,17f1b06fffed0c242b181b3e945c7e6a31478751,17f1b06fffed0c242b181b3e945c7e6a31478751,JUnit4,OK,3086,181,44,
apache/incubator-hivemall,test-smells-incubator-hivemall,37293f64789fbf94d83560374610c1e12db6988c,37293f64789fbf94d83560374610c1e12db6988c,JUnit4,OK,3489,153,28,
apache/incubator-hudi,test-smells-incubator-hudi,194d904c99ebd013af55eac7509e3e79193dce77,194d904c99ebd013af55eac7509e3e79193dce77,JUnit4,OK,1676,55,25,
apache/incubator-myriad,test-smells-incubator-myriad,82297a4cd60f1b1b17ddca1a7ea11eb26a2beecb,82297a4cd60f1b1b17ddca1a7ea11eb26a2beecb,JUnit4,OK,323,33,27,
apache/incubator-netbeans-html4j,test-smells-netbeans-html4j,7b354fd0de6a8aeba13aab8264de1c974af5d9c0,7b354fd0de6a8aeba13aab8264de1c974af5d9c0,JUnit4,OK,477,74,26,
apache/incubator-omid,test-smells-phoenix-omid,b7e005d41aa5c7421ddc77e0082b26c8bd21b207,b7e005d41aa5c7421ddc77e0082b26c8bd21b207,JUnit4,OK,1082,61,26,
apache/incubator-pinot,test-smells-incubator-pinot,d58f8bce4b59de096b4ee9fee61c679482dd1d7d,d58f8bce4b59de096b4ee9fee61c679482dd1d7d,JUnit4,OK,11682,457,76,
apache/incubator-plc4x,test-smells-plc4x,4fbfabf5a33198613b8478259ab85771c740fb0e,4fbfabf5a33198613b8478259ab85771c740fb0e,JUnit5,OK,1736,166,29,
apache/incubator-ratis,test-smells-incubator-ratis,1fc5acedda4dbd7c62fe73c8656c792871f4661f,1fc5acedda4dbd7c62fe73c8656c792871f4661f,JUnit4,OK,759,56,30,
apache/incubator-samoa,test-smells-incubator-samoa,6e6bb1817927d5610d007606922a473882d593aa,6e6bb1817927d5610d007606922a473882d593aa,JUnit4,OK,237,27,23,
apache/incubator-sentry,test-smells-incubator-sentry,4643f988a5e0ce2b9749e6365edea3a16482de86,4643f988a5e0ce2b9749e6365edea3a16482de86,JUnit4,OK,4007,208,25,
apache/incubator-skywalking,test-smells-skywalking,32c4bced8a7e055003d6e4bea0fd8f8361bec8e5,32c4bced8a7e055003d6e4bea0fd8f8361bec8e5,JUnit4,OK,1805,161,26,
apache/incubator-taverna-common-activities,test-smells-incubator-taverna-common-activities,65324f4315216ca350bbcce221dd2571b3506a36,65324f4315216ca350bbcce221dd2571b3506a36,JUnit4,OK,461,35,23,
apache/incubator-taverna-engine,test-smells-incubator-taverna-engine,98536c6b702a0541debbb66be996455384561b54,98536c6b702a0541debbb66be996455384561b54,JUnit4,OK,854,50,24,
apache/incubator-taverna-workbench,test-smells-incubator-taverna-workbench,2b74964ac1ee22e56c5dad3321869d84f7052dcf,2b74964ac1ee22e56c5dad3321869d84f7052dcf,JUnit4,OK,249,18,26,
apache/incubator-tez,test-smells-incubator-tez,e8dc9f72f9d720e5bdf7bb3005d904451a02ce2b,e8dc9f72f9d720e5bdf7bb3005d904451a02ce2b,JUnit4,OK,3174,78,26,
apache/james-mime4j,test-smells-james-mime4j,68b2028c677b04af90d812e2ba200aa242b5e1d1,68b2028c677b04af90d812e2ba200aa242b5e1d1,JUnit4,OK,2531,90,24,
apache/james-project,test-smells-james-project,fa24a096a5853459c3769a34ccc68feb91626bfa,fa24a096a5853459c3769a34ccc68feb91626bfa,JUnit5,OK,8982,1400,65,
apache/jclouds,test-smells-jclouds,c2670079fabe74f163f43fbade0866469f7a84ec,c2670079fabe74f163f43fbade0866469f7a84ec,JUnit4,OK,7884,872,46,
apache/jena,test-smells-jena,1cca775bbf0bb0fd3ee8ac55e31f0f30cdde3b77,1cca775bbf0bb0fd3ee8ac55e31f0f30cdde3b77,JUnit4,OK,16397,883,67,
apache/joshua,test-smells-joshua,e9cb9ebb495782f4ed238e08e64f5503085641fc,e9cb9ebb495782f4ed238e08e64f5503085641fc,JUnit4,OK,583,50,77,
apache/jspwiki,test-smells-jspwiki,820684992fa0b736505506d6810fdcdf7ad2dbb5,820684992fa0b736505506d6810fdcdf7ad2dbb5,JUnit5,OK,2960,98,27,
apache/juneau,test-smells-juneau,1bd3d8be0ed8a51a0a68ccef2d1d6778baa4b6ee,1bd3d8be0ed8a51a0a68ccef2d1d6778baa4b6ee,JUnit4,OK,11233,281,74,
apache/kafka,test-smells-kafka,c74acb24eb1da5d16cc2721a63931cd87f79ec66,c74acb24eb1da5d16cc2721a63931cd87f79ec66,JUnit4,OK,16617,494,39,
apache/karaf,test-smells-karaf,4f180ea216c284d21b2d4efa6292b2495a3c8ea7,4f180ea216c284d21b2d4efa6292b2495a3c8ea7,JUnit4,OK,2127,208,34,
apache/karaf-cellar,test-smells-karaf-cellar,4082b26110e56973dceb2563395f8aed3f294dd1,4082b26110e56973dceb2563395f8aed3f294dd1,JUnit4,OK,38,18,26,
apache/knox,test-smells-knox,8a504c7c7f8e6a07ded65c671b64ccd702f47668,8a504c7c7f8e6a07ded65c671b64ccd702f47668,JUnit4,OK,6993,251,29,
apache/lens,test-smells-lens,f64a0f5984216a61f0a2c5ef90510a88390acde0,f64a0f5984216a61f0a2c5ef90510a88390acde0,JUnit4,OK,4755,168,29,
apache/logging-chainsaw,test-smells-logging-chainsaw,b7277083a7105916a9d054045d188a553623c6b5,b7277083a7105916a9d054045d188a553623c6b5,JUnit3,OK,24,6,23,
apache/logging-log4j-audit,test-smells-logging-log4j-audit,e354306724ca815ad54575c8a4d07d5d5c93a2c1,e354306724ca815ad54575c8a4d07d5d5c93a2c1,JUnit4,OK,69,10,22,
apache/lucene-solr,test-smells-lucene-solr,bca22d58e2d126ec6d349d375d3ea028892104e1,bca22d58e2d126ec6d349d375d3ea028892104e1,JUnit4,OK,43809,1425,227,
apache/mahout,test-smells-mahout,b0cf1694e60f643e352182ea03744c34e96dbac4,b0cf1694e60f643e352182ea03744c34e96dbac4,JUnit4,OK,4986,266,98,
apache/marmotta,test-smells-marmotta,28c9b8b0791ea1693578af302981a1358e56933d,28c9b8b0791ea1693578af302981a1358e56933d,JUnit4,OK,1787,144,112,
apache/maven,test-smells-maven,f5a13746e13e6225b28ef8ba6e16fc8f02946dd6,f5a13746e13e6225b28ef8ba6e16fc8f02946dd6,JUnit4,OK,1650,114,35,
apache/maven-archetype,test-smells-maven-archetype,04921ccae9c111338121e3acb54b7b23f7f57c7b,04921ccae9c111338121e3acb54b7b23f7f57c7b,JUnit4,OK,132,7,28,
apache/maven-checkstyle-plugin,test-smells-maven-checkstyle-plugin,eee0ba18a70e6d6bd51797c70a83cf844f882286,eee0ba18a70e6d6bd51797c70a83cf844f882286,JUnit3,OK,135,9,23,
apache/maven-compiler-plugin,test-smells-maven-compiler-plugin,3d6b27cc81c3dde2d537ca3be1117d470d0017f3,3d6b27cc81c3dde2d537ca3be1117d470d0017f3,JUnit5,OK,33,41,24,
apache/maven-indexer,test-smells-maven-indexer,8fcb8551345c78871a6adbc0f7238ccd408178d3,8fcb8551345c78871a6adbc0f7238ccd408178d3,JUnit4,OK,1257,24,83,
apache/maven-javadoc-plugin,test-smells-maven-javadoc-plugin,3ab15eb9ec04c82a4b99dc47d0879e77f989d74f,3ab15eb9ec04c82a4b99dc47d0879e77f989d74f,JUnit4,OK,484,27,49,
apache/maven-plugins,test-smells-maven-plugins,a007e769ed5825774d5c31ec06c0013c8ee2b4d4,a007e769ed5825774d5c31ec06c0013c8ee2b4d4,JUnit4,OK,2162,318,108,
apache/maven-resolver,test-smells-maven-resolver,6a7f840e49d463dcf9fea61ddd2a2a291bfc90a1,6a7f840e49d463dcf9fea61ddd2a2a291bfc90a1,JUnit4,OK,2444,100,34,
apache/maven-scm,test-smells-maven-scm,6f876b4dc33372a8527f09c23c6f698e04a771c6,6f876b4dc33372a8527f09c23c6f698e04a771c6,JUnit4,OK,952,69,35,
apache/maven-surefire,test-smells-maven-surefire,e57f76c7e858dbbaac6be4cbcd16e215de10b064,e57f76c7e858dbbaac6be4cbcd16e215de10b064,JUnit5,OK,2984,514,59,
apache/meecrowave,test-smells-openwebbeans-meecrowave,d1392c88faf48c8a3a3c544949d6ebcdfbd25229,d1392c88faf48c8a3a3c544949d6ebcdfbd25229,JUnit5,OK,204,47,41,
apache/metamodel,test-smells-metamodel,ccafcf27f4e3be03dad42791d4c1a31038433925,ccafcf27f4e3be03dad42791d4c1a31038433925,JUnit4,OK,4554,175,46,
apache/metron,test-smells-metron,17b31b48f59627a9e768a5cbe0be7ac55b5b04f8,17b31b48f59627a9e768a5cbe0be7ac55b5b04f8,JUnit4,OK,7470,369,420,
apache/mina,test-smells-mina,daf2a33fed5fccb096ce75ab9263ec9a48561942,daf2a33fed5fccb096ce75ab9263ec9a48561942,JUnit4,OK,1770,74,24,
apache/mina-sshd,test-smells-mina-sshd,2fb7ebb487154283dd6dc5db88676c179ebb01e0,2fb7ebb487154283dd6dc5db88676c179ebb01e0,JUnit4,OK,1986,206,70,
apache/myfaces-tobago,test-smells-myfaces-tobago,cdd92ed3b0a5a9e72b1544d3123d5d65d43d3d02,cdd92ed3b0a5a9e72b1544d3123d5d65d43d3d02,JUnit5,OK,868,62,93,
apache/nifi,test-smells-nifi,c8eff590efa3babcda0b755009224dcac168708b,c8eff590efa3babcda0b755009224dcac168708b,JUnit4,OK,24424,787,413,
apache/nifi-minifi,test-smells-nifi-minifi,fb246621474c6a4e4b4d5cf935202dfeec16ada6,fb246621474c6a4e4b4d5cf935202dfeec16ada6,JUnit4,OK,734,50,56,
apache/nifi-registry,test-smells-nifi-registry,563bfeda9766b7fe9d4480c55ac7212679db10c8,563bfeda9766b7fe9d4480c55ac7212679db10c8,JUnit4,OK,1149,29,27,
apache/olingo-odata2,test-smells-olingo-odata2,c5e9fdf569b5e2e50f5670c91013db8f9ae1d950,c5e9fdf569b5e2e50f5670c91013db8f9ae1d950,JUnit4,OK,10769,293,29,
apache/olingo-odata4,test-smells-olingo-odata4,f344a3c565b6a67233de1d1169104a728136e7a3,f344a3c565b6a67233de1d1169104a728136e7a3,JUnit4,OK,6944,196,28,
apache/oodt,test-smells-oodt,9f2a500b9d061c31ccd71fc66c4d6e40f0c25acb,9f2a500b9d061c31ccd71fc66c4d6e40f0c25acb,JUnit4,OK,4057,203,35,
apache/oozie,test-smells-oozie,491e73ee9f941dfb25dfe92121fb033295ef42ee,491e73ee9f941dfb25dfe92121fb033295ef42ee,JUnit4,OK,5304,223,26,
apache/openejb,test-smells-openejb,f10c077ade927d73bdbd9ed4cc28b79f58a1cd66,,,TIMEOUT,,,1232,TimeoutError: bytestsmells: nao concluiu em 1200s (ultimo pct=25)
apache/openjpa,test-smells-openjpa,8c0b843f6e6e0dd86a31e485928e61f2ba4c8f29,8c0b843f6e6e0dd86a31e485928e61f2ba4c8f29,JUnit4,OK,1881,132,51,
apache/openmeetings,test-smells-openmeetings,6d54639e4087329fee2560af15113bdb26d226ed,6d54639e4087329fee2560af15113bdb26d226ed,JUnit4,OK,198,70,39,
apache/opennlp,test-smells-opennlp,a07efca33b40f18e9d28a59f9e40924a0c8a89a5,a07efca33b40f18e9d28a59f9e40924a0c8a89a5,JUnit4,OK,3765,197,65,
apache/openwebbeans,test-smells-openwebbeans,7831798861478a035c9e9dcca151b5a67e4a28a3,7831798861478a035c9e9dcca151b5a67e4a28a3,JUnit4,OK,1599,260,40,
apache/parquet-mr,test-smells-parquet-java,811310d01bfe3dcb4ca95aa8eed9ed6d806bf7c1,811310d01bfe3dcb4ca95aa8eed9ed6d806bf7c1,JUnit4,OK,4669,172,43,
apache/phoenix,test-smells-phoenix,69e5bb0b304a53967cef40b2a4cfc66e69ecaa51,69e5bb0b304a53967cef40b2a4cfc66e69ecaa51,JUnit4,OK,5317,198,151,
apache/pivot,test-smells-pivot,568543f3396648a646341fe077a714eb06d556c0,568543f3396648a646341fe077a714eb06d556c0,JUnit4,OK,910,44,77,
apache/portals-pluto,test-smells-portals-pluto,4db5ddd26fb2ce642be7b0894858e664c6076a3b,4db5ddd26fb2ce642be7b0894858e664c6076a3b,JUnit4,OK,3117,70,111,
apache/pulsar,test-smells-pulsar,044daf8d61328265640a5b3e5008fc04fac73efa,044daf8d61328265640a5b3e5008fc04fac73efa,JUnit4,OK,14863,428,196,
apache/qpid,test-smells-qpid,61e6c03338f3bd20a62590baa89a36bffeb32859,61e6c03338f3bd20a62590baa89a36bffeb32859,JUnit4,OK,0,0,50,
apache/qpid-broker-j,test-smells-qpid-broker-j,4c4400b98a5a8493cfb9e5dbb21c97175f433a62,4c4400b98a5a8493cfb9e5dbb21c97175f433a62,JUnit4,OK,6498,516,93,
apache/qpid-jms,test-smells-qpid-jms,59f62b111687072fad3302fb4c6f91a389b4c0e6,59f62b111687072fad3302fb4c6f91a389b4c0e6,JUnit4,OK,7842,228,41,
apache/qpid-proton-j,test-smells-qpid-proton-j,0ca7831d222cce58f21fa368b2005a49eb3707a1,0ca7831d222cce58f21fa368b2005a49eb3707a1,JUnit4,OK,3551,73,34,
apache/ranger,test-smells-ranger,7c52a79a5d0b41bfc94caca9d531e0fefba2bfe7,7c52a79a5d0b41bfc94caca9d531e0fefba2bfe7,JUnit4,OK,2976,127,78,
apache/reef,test-smells-reef,abc122a37d1478530967add245e63e13bf148b9a,abc122a37d1478530967add245e63e13bf148b9a,JUnit4,OK,1257,150,33,
apache/rocketmq,test-smellls-rocketmq,971fa8ed8b209b39bdfe41c57cd64576d244e6bd,971fa8ed8b209b39bdfe41c57cd64576d244e6bd,JUnit4,OK,1743,159,62,
apache/rocketmq-externals,test-smells-rocketmq-externals,dba6eb0c997d5c325f26b3d1da9d739d927228dc,dba6eb0c997d5c325f26b3d1da9d739d927228dc,JUnit4,OK,403,56,89,
apache/royale-compiler,test-smells-royale-compiler,fbd9bc3b9e48c80dbd8c1d32a6f83221e314efdd,fbd9bc3b9e48c80dbd8c1d32a6f83221e314efdd,JUnit4,OK,1505,176,72,
apache/samza,test-smells-samza,65d09d7b383be907e3f712af4a28f70895a3165f,65d09d7b383be907e3f712af4a28f70895a3165f,JUnit4,OK,5382,258,85,
apache/sentry,test-smells-sentry,f859446b65bbc274bc4899464892151eec8217c6,f859446b65bbc274bc4899464892151eec8217c6,JUnit4,OK,5627,253,80,
apache/servicecomb-java-chassis,test-smells-servicecomb-java-chassis,72cd0e137c4a0c3b899adfa6e19e2fd590743014,72cd0e137c4a0c3b899adfa6e19e2fd590743014,JUnit4,OK,7204,585,61,
apache/servicemix-bundles,test-smells-servicemix-bundles,5f2c7727f71c167997947ad4604f9b8200952af2,5f2c7727f71c167997947ad4604f9b8200952af2,JUnit4,OK,0,0,23,
apache/shindig,test-smells-shindig,8f3c3d5c77f5324bad56a5a62da28657fe9112a0,8f3c3d5c77f5324bad56a5a62da28657fe9112a0,JUnit4,OK,7575,323,52,
apache/shiro,test-smells-shiro,eeb7e9552e4d51828b4ee05b69f02c5071cbb9d6,eeb7e9552e4d51828b4ee05b69f02c5071cbb9d6,JUnit4,OK,917,92,42,
apache/sis,test-smells-sis,002121abc9b9826fbd51fac7150b3ee0c02cc88b,,,TIMEOUT,,,1277,TimeoutError: bytestsmells: nao concluiu em 1200s (ultimo pct=25)
apache/sling-org-apache-sling-testing-clients,test-smells-sling-org-apache-sling-testing-clients,ae445497a273f8df8edc5c28942d479276239abc,ae445497a273f8df8edc5c28942d479276239abc,JUnit4,OK,44,13,21,
apache/sqoop,test-smells-sqoop,0216f7fbb7b71f610d02dfa95dafb2c81acbc690,0216f7fbb7b71f610d02dfa95dafb2c81acbc690,JUnit4,OK,1471,237,27,
apache/stanbol,test-smells-stanbol,2fcf471b467fb84e59491f4c54ba0a95924ab04a,2fcf471b467fb84e59491f4c54ba0a95924ab04a,JUnit4,OK,3352,178,50,
apache/storm,test-smells-storm,dc56e32f3dcdd9396a827a85029d60ed97474786,,,TIMEOUT,,,1218,TimeoutError: bytestsmells: nao concluiu em 1200s (ultimo pct=25)
apache/streams,test-smells-streams,5427e72d02bd7f1904da05cdf033359690d2dd00,5427e72d02bd7f1904da05cdf033359690d2dd00,JUnit4,OK,1217,101,27,
apache/struts,test-smells-struts,e82c5a207f62fdb1bb6e8da690325b5a109c924f,,,ERRO,,,60,"CalledProcessError: Command '['git', '-c', 'http.sslBackend=schannel', 'clone', '--depth', '1', '-q', 'https://github.com/cristianritter/test-smells-struts.git', 'C:\\Users\\crist\\.jnose_projects\\test-smells-struts']' returned non-zero exit status 128."
apache/struts-examples,test-smells-struts-examples,59674d7d79a806c12c23380895da007c292fc42f,59674d7d79a806c12c23380895da007c292fc42f,JUnit4,OK,28,4,23,
apache/struts1,test-smells-struts1,02c9ff7485b1900515c6e0b32ed54ea46dd97d51,02c9ff7485b1900515c6e0b32ed54ea46dd97d51,JUnit3,OK,530,28,25,
apache/syncope,test-smells-syncope,114c412afbfba24ffb4fbc804e5308a823a16a78,114c412afbfba24ffb4fbc804e5308a823a16a78,JUnit5,OK,1597,70,30,
apache/tajo,test-smells-tajo,fb326195083959014c82c10187cb46de91ece33f,fb326195083959014c82c10187cb46de91ece33f,JUnit4,OK,7942,256,33,
apache/tapestry-5,test-smells-tapestry-5,542950fc0266e8f9be1aacb5d6ba92146ae20f1b,542950fc0266e8f9be1aacb5d6ba92146ae20f1b,JUnit4,OK,2497,214,30,
apache/tez,test-smells-tez,d5675c332497c1ac1dedefdf91e87476b5c0d7a9,d5675c332497c1ac1dedefdf91e87476b5c0d7a9,JUnit4,OK,9864,206,33,
apache/tika,test-smells-tika,4131c6e30f2e0eb1feb85e0f7576531d4e830468,4131c6e30f2e0eb1feb85e0f7576531d4e830468,JUnit4,OK,6763,279,89,
apache/tinkerpop,test-smells-tinkerpop,7d9df0f0acf08f9e675ca7b337fc5e0243c09b53,7d9df0f0acf08f9e675ca7b337fc5e0243c09b53,JUnit4,OK,13018,398,83,
apache/tomcat,test-smells-tomcat,a9c1a0661198d9ba37c1facd8385fe05d538c4ad,a9c1a0661198d9ba37c1facd8385fe05d538c4ad,JUnit4,OK,5858,437,31,
apache/tomee,test-smells-tomee,d21933b313aff812fe5188b57bf572a9ad649148,,,TIMEOUT,,,1221,TimeoutError: bytestsmells: nao concluiu em 1200s (ultimo pct=25)
apache/uima-uimafit,test-smells-uima-uimafit,c98df465869d7f4f1d907d2821791edee762ed10,c98df465869d7f4f1d907d2821791edee762ed10,JUnit4,OK,1760,98,23,
apache/uima-uimaj,test-smells-uima-uimaj,e79c33b5a3e4c25afb407e68e98df1829a68e5a7,e79c33b5a3e4c25afb407e68e98df1829a68e5a7,JUnit4,OK,5442,155,35,
apache/unomi,test-smells-unomi,1745c5221401a05e66ebf80fbe9cce2790442b3a,1745c5221401a05e66ebf80fbe9cce2790442b3a,JUnit4,OK,56,4,23,
apache/vxquery,test-smells-vxquery,5d1175d2cb04a54ba751295f2ac67daec38bf723,5d1175d2cb04a54ba751295f2ac67daec38bf723,JUnit4,OK,94,14,24,
apache/wicket,test-smells-wicket,c2d344219ef8046508ca40653c9de485b3cbd4c4,c2d344219ef8046508ca40653c9de485b3cbd4c4,JUnit5,OK,7678,619,38,
apache/zeppelin,test-smells-zeppelin,4219d552349f8f7f3e6de34505b8a8ae9835f98b,4219d552349f8f7f3e6de34505b8a8ae9835f98b,JUnit4,OK,4371,169,46,
apache/zookeeper,test-smells-zookeeper,07c3aaf3d723fb3144c0aedc0c2b655325df70e9,07c3aaf3d723fb3144c0aedc0c2b655325df70e9,JUnit4,OK,4120,256,26,
aws/amazon-kinesis-video-streams-parser-library,test-smells-amazon-kinesis-video-streams-parser-library,c54e6388f0f8e2769369995b9710ffd03cf9cc67,c54e6388f0f8e2769369995b9710ffd03cf9cc67,JUnit4,OK,283,20,38,
aws/aws-cloudtrail-processing-library,test-smells-aws-cloudtrail-processing-library,411315808d8d3dc6b45e4182212e3e04d82e3782,411315808d8d3dc6b45e4182212e3e04d82e3782,JUnit4,OK,0,0,21,
aws/aws-sdk-java-v2,test-smells-aws-sdk-java-v2,1d5d11e8087c93ab1a3a2d35193052e526fd123c,1d5d11e8087c93ab1a3a2d35193052e526fd123c,JUnit4,OK,5538,454,40,
aws/aws-toolkit-eclipse,test-smells-aws-toolkit-eclipse,49026f53fdd4f80a7fb997c9e40fe6e638a26edc,49026f53fdd4f80a7fb997c9e40fe6e638a26edc,JUnit4,OK,265,32,30,
awsdocs/amazon-s3-developer-guide,test-smells-amazon-s3-developer-guide,038ef11c43698df29de7bb128522dc19a1b645ae,038ef11c43698df29de7bb128522dc19a1b645ae,JUnit4,OK,0,0,22,
awsdocs/aws-doc-sdk-examples,test-smells-aws-doc-sdk-examples,0f9bfb8105a92c04550b49d2ebfc582315fd4a01,0f9bfb8105a92c04550b49d2ebfc582315fd4a01,JUnit4,OK,0,0,24,
awslabs/amazon-kinesis-client,test-smells-amazon-kinesis-client,a6291857864fca86e05050f980ed322402363517,a6291857864fca86e05050f980ed322402363517,JUnit4,OK,1028,65,22,
baidu/Jprotobuf-rpc-socket,test-smells-Jprotobuf-rpc-socket,4422e24c725eaf1f76646f674718bcc8750a4e1d,4422e24c725eaf1f76646f674718bcc8750a4e1d,JUnit4,OK,172,28,21,
cloudfoundry/java-buildpack-dependency-builder,test-smells-java-buildpack-dependency-builder,d15085bcf74312af19ad40bee847e43c3b4e32ee,d15085bcf74312af19ad40bee847e43c3b4e32ee,JUnit4,OK,0,0,21,
cloudfoundry/uaa,test-smells-uaa,f3b66dd2a250c1309a86cade560ac9a9cfeafec7,f3b66dd2a250c1309a86cade560ac9a9cfeafec7,JUnit5,OK,9254,426,29,
eclipse/aCute,test-smells-aCute,2fe8fac07c37a05fc0abddbe3f80012872720241,2fe8fac07c37a05fc0abddbe3f80012872720241,JUnit4,OK,31,22,21,
eclipse/acceleo,test-smells-acceleo,3b0576ceff41c61c97f94fba4020adbab691bd68,3b0576ceff41c61c97f94fba4020adbab691bd68,JUnit4,OK,10578,142,55,
eclipse/birt,test-smells-birt,f89264810347de98702db45386a822aabc0fadbf,f89264810347de98702db45386a822aabc0fadbf,JUnit4,OK,14132,544,80,
eclipse/bpmn2-modeler,test-smells-bpmn2-modeler,fce8426d782272ee848251d954c98091bea0631c,fce8426d782272ee848251d954c98091bea0631c,JUnit4,OK,22,4,31,
eclipse/buildship,test-smells-buildship,3111a7a9fe3e22d6123366686874ecd42aa2a53a,3111a7a9fe3e22d6123366686874ecd42aa2a53a,JUnit4,OK,8,1,32,
apache/struts,test-smells-struts,e82c5a207f62fdb1bb6e8da690325b5a109c924f,e82c5a207f62fdb1bb6e8da690325b5a109c924f,JUnit4,OK,1641,115,29,
eclipse/ceylon,test-smells-ceylon,d3994d6cd120c4df85952cd9432123b413cfd65a,d3994d6cd120c4df85952cd9432123b413cfd65a,JUnit4,OK,3847,144,67,
eclipse/cft,test-smells-cft,36e7a593b3a7d935e540f6632828b01f88842be6,36e7a593b3a7d935e540f6632828b01f88842be6,JUnit4,OK,76,7,35,
eclipse/che,test-smells-che,c5498c2ac562cd8a2fc79a6bb0446d291f05a201,c5498c2ac562cd8a2fc79a6bb0446d291f05a201,JUnit4,OK,7598,1041,47,
eclipse/che-ls-jdt,test-smells-che-ls-jdt,e01d6b73a3ddc947b425afedb7ced87fa4a5cc5f,e01d6b73a3ddc947b425afedb7ced87fa4a5cc5f,JUnit4,OK,157,26,22,
eclipse/concierge,test-smells-concierge,4c73cacebc5ecbdef24d4256ab506359294f7a55,4c73cacebc5ecbdef24d4256ab506359294f7a55,JUnit4,OK,290,21,22,
eclipse/corrosion,test-smells-corrosion,dfb300cb1dc4c41984496cc7620790e2856aa6b6,dfb300cb1dc4c41984496cc7620790e2856aa6b6,JUnit4,OK,46,11,21,
eclipse/dawnsci,test-smells-dawnsci,1131d5c65e9e8ea98141eecee1743cf1053544f4,1131d5c65e9e8ea98141eecee1743cf1053544f4,JUnit4,OK,2350,72,67,
eclipse/ditto,test-smells-ditto,7fec826b94f3711f6c6ef6be1685b60bd1a8ccb5,7fec826b94f3711f6c6ef6be1685b60bd1a8ccb5,JUnit4,OK,5074,804,31,
eclipse/dltk.core,test-smells-dltk.core,ff5ee79db0c2234347cb3f956de9b31047f43613,ff5ee79db0c2234347cb3f956de9b31047f43613,JUnit4,OK,1012,64,30,
eclipse/eavp,test-smells-eavp,20c1ce932e95084e386656526d0a2ac4197f786f,20c1ce932e95084e386656526d0a2ac4197f786f,JUnit4,OK,113,23,23,
eclipse/eclipse-collections,test-smells-eclipse-collections,fa40c9aadbd36fb08f05a60b200e92ace40a7bfd,fa40c9aadbd36fb08f05a60b200e92ace40a7bfd,JUnit4,OK,29176,1494,44,
eclipse/eclipse.jdt.core,test-smells-eclipse.jdt.core,24d47c292ed4bd8fdc28b3c2f9afdab1401d025c,24d47c292ed4bd8fdc28b3c2f9afdab1401d025c,JUnit5,OK,27725,500,88,
eclipse/eclipse.jdt.ls,test-smells-eclipse.jdt.ls,f8a427e0b6a9a91615f537209be052c31d38280e,f8a427e0b6a9a91615f537209be052c31d38280e,JUnit5,OK,2322,92,25,
eclipse/eclipse.platform.swt,test-smells-eclipse.platform.swt,bf870e8ff7e54069e96e5c9a74dc84d49a444484,bf870e8ff7e54069e96e5c9a74dc84d49a444484,JUnit4,OK,7493,114,29,
eclipse/eclipse.platform.ui,test-smells-eclipse.platform.ui,e3bbb556534a1fb945e1036948325d14a8dd9c7a,e3bbb556534a1fb945e1036948325d14a8dd9c7a,JUnit5,OK,11803,583,49,
eclipse/egit,test-smells-egit,45c1839348e50f1835a3f76e306af8d1a190d617,45c1839348e50f1835a3f76e306af8d1a190d617,JUnit4,OK,3012,181,31,
eclipse/egit-github,test-smells-egit-github,e9a4057a0cb71f9e659d88f82e6b24e98f74218d,e9a4057a0cb71f9e659d88f82e6b24e98f74218d,JUnit4,OK,2906,122,23,
eclipse/elk,test-smells-elk,9a87764f00d863463b1be6de1920d8aa3c3ade70,9a87764f00d863463b1be6de1920d8aa3c3ade70,JUnit4,OK,1027,39,28,
eclipse/gef,test-smells-gef,8f2649b90ab14a1bb010188036d4eedf7586e123,8f2649b90ab14a1bb010188036d4eedf7586e123,JUnit4,OK,4125,88,89,
eclipse/gef-legacy,test-smells-gef-legacy,14563a9e1f2af636a5364d195cf07dbff6f35fa6,14563a9e1f2af636a5364d195cf07dbff6f35fa6,JUnit4,OK,645,36,126,
eclipse/gemoc-studio,test-smells-gemoc-studio,99cf126ad7fe233453b43e14bae906c3fe491462,99cf126ad7fe233453b43e14bae906c3fe491462,JUnit4,OK,12,8,49,
eclipse/golo-lang,test-smells-golo-lang,96a489736fa2a3b0313f2fa5fb290612a84b937c,96a489736fa2a3b0313f2fa5fb290612a84b937c,JUnit4,OK,2479,53,22,
eclipse/hawkbit,test-smells-hawkbit,51be28147f6f575b6c1ab4a5ef84ffd9174f1209,51be28147f6f575b6c1ab4a5ef84ffd9174f1209,JUnit4,OK,2049,116,26,
eclipse/hawkbit-extensions,test-smells-hawkbit-extensions,3eed2ef1689896578e8c4831f00a50f1f46e7615,3eed2ef1689896578e8c4831f00a50f1f46e7615,JUnit4,OK,16,2,21,
eclipse/hono,test-smells-hono,ec84947227564c6459801f708bdeabd7687a8bf0,ec84947227564c6459801f708bdeabd7687a8bf0,JUnit4,OK,922,91,25,
