github_repo,production_path,estratos,n_amostras,cs_blob,cs_blob_any,cs_blob_any_major,cs_blob_maioria,cs_blob_sev_media,cs_blob_unanime,cs_blob_sev_max,cs_blob_n_reviews,cs_data_class,cs_data_class_any,cs_data_class_any_major,cs_data_class_maioria,cs_data_class_sev_media,cs_data_class_unanime,cs_data_class_sev_max,cs_data_class_n_reviews,cs_feature_envy,cs_feature_envy_any,cs_feature_envy_any_major,cs_feature_envy_maioria,cs_feature_envy_sev_media,cs_feature_envy_unanime,cs_feature_envy_sev_max,cs_feature_envy_n_reviews,cs_long_method,cs_long_method_any,cs_long_method_any_major,cs_long_method_maioria,cs_long_method_sev_media,cs_long_method_unanime,cs_long_method_sev_max,cs_long_method_n_reviews,n_testes,n_testes_nome_divergente,test_paths,loc_teste,n_metodos_teste,ts_assertion_roulette,ts_conditional_test_logic,ts_dependent_test,ts_duplicate_assert,ts_eager_test,ts_exception_catching_throwing,ts_general_fixture,ts_lazy_test,ts_magic_number_test,ts_mystery_guest,ts_redundant_assertion,ts_resource_optimism,ts_verbose_test,ts_n_distintos,ts_n_total
test-smells-beam,/sdks/java/io/hcatalog/src/main/java/org/apache/beam/sdk/io/hcatalog/HCatalogIO.java,negativo_confiavel,1,0.0,0,0,0,0.0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,1,0,/sdks/java/io/hcatalog/src/test/java/org/apache/beam/sdk/io/hcatalog/HCatalogIOTest.java,281,22,1,2,0,0,9,0,0,6,3,0,0,0,1,6,22
test-smells-beam,/sdks/java/io/synthetic/src/main/java/org/apache/beam/sdk/io/synthetic/SyntheticOptions.java,disputado,1,,,,,,,,,,,,,,,,,,,,,,,,,0.8333,1,1,0,0.8333,0,2,6,4,0,/sdks/java/io/synthetic/src/test/java/org/apache/beam/sdk/io/synthetic/BundleSplitterTest.java|/sdks/java/io/synthetic/src/test/java/org/apache/beam/sdk/io/synthetic/SyntheticBoundedSourceTest.java|/sdks/java/io/synthetic/src/test/java/org/apache/beam/sdk/io/synthetic/SyntheticOptionsTest.java|/sdks/java/io/synthetic/src/test/java/org/apache/beam/sdk/io/synthetic/SyntheticStepTest.java,580,39,14,4,3,1,10,0,0,10,28,0,0,0,2,19,72
test-smells-beam,/sdks/java/testing/nexmark/src/main/java/org/apache/beam/sdk/nexmark/queries/NexmarkQueryTransform.java,disputado,1,,,,,,,,,0.5,1,1,0,0.5,0,2,8,,,,,,,,,,,,,,,,,4,0,/sdks/java/testing/nexmark/src/test/java/org/apache/beam/sdk/nexmark/queries/BoundedSideInputJoinTest.java|/sdks/java/testing/nexmark/src/test/java/org/apache/beam/sdk/nexmark/queries/QueryTest.java|/sdks/java/testing/nexmark/src/test/java/org/apache/beam/sdk/nexmark/queries/SessionSideInputJoinTest.java|/sdks/java/testing/nexmark/src/test/java/org/apache/beam/sdk/nexmark/queries/sql/SqlBoundedSideInputJoinTest.java,898,58,6,0,0,0,0,3,0,3,9,0,0,0,3,15,24
test-smells-bigtop,/bigtop-data-generators/bigpetstore-data-generator/src/main/java/org/apache/bigtop/datagenerators/bigpetstore/generators/products/rules/AndRule.java,negativo_confiavel,1,0.0,0,0,0,0.0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,1,0,/bigtop-data-generators/bigpetstore-data-generator/src/test/java/org/apache/bigtop/datagenerators/bigpetstore/generators/products/rules/TestAndRule.java,55,1,3,0,0,1,1,0,0,0,0,0,0,0,0,3,5
test-smells-bigtop,/bigtop-data-generators/bigpetstore-data-generator/src/main/java/org/apache/bigtop/datagenerators/bigpetstore/generators/transaction/ProductCategoryUsageSimulator.java,negativo_confiavel,1,,,,,,,,,,,,,,,,,0.0,0,0,0,0.0,0,0,2,,,,,,,,,1,0,/bigtop-data-generators/bigpetstore-data-generator/src/test/java/org/apache/bigtop/datagenerators/bigpetstore/generators/transaction/TestProductCategoryUsageSimulator.java,53,1,1,1,0,0,1,0,0,0,1,0,0,0,0,4,4
test-smells-bigtop,/bigtop-data-generators/bigpetstore-data-generator/src/main/java/org/apache/bigtop/datagenerators/bigpetstore/generators/transaction/ProductCategoryUsageTrajectory.java,negativo_confiavel,1,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0.0,0,0,2,2,0,/bigtop-data-generators/bigpetstore-data-generator/src/test/java/org/apache/bigtop/datagenerators/bigpetstore/generators/transaction/TestProductCategoryUsageSimulator.java|/bigtop-data-generators/bigpetstore-data-generator/src/test/java/org/apache/bigtop/datagenerators/bigpetstore/generators/transaction/TestProductCategoryUsageTrajectory.java,123,3,2,1,0,0,3,0,0,2,12,0,0,0,0,8,20
test-smells-binnavi,/src/main/java/com/google/security/zynamics/binnavi/debug/debugger/AbstractDebugger.java,negativo_confiavel,1,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0.0,0,0,2,8,0,/src/test/java/com/google/security/zynamics/binnavi/Debug/Debugger/BreakpointLifecycleTest.java|/src/test/java/com/google/security/zynamics/binnavi/Debug/Debugger/Synchronizers/CBreakpointSynchronizerTest.java|/src/test/java/com/google/security/zynamics/binnavi/Debug/Debugger/Synchronizers/CDebuggerSynchronizerTest.java|/src/test/java/com/google/security/zynamics/binnavi/Debug/Models/Trace/CTraceLoggerTest.java|/src/test/java/com/google/security/zynamics/binnavi/Gui/Debug/History/CHistoryStringBuilderTest.java|/src/test/java/com/google/security/zynamics/binnavi/Gui/Debug/ModulesPanel/CModulesPanelTest.java|/src/test/java/com/google/security/zynamics/binnavi/Gui/Debug/ModulesPanel/CModulesTableModelSynchronizerTest.java|/src/test/java/com/google/security/zynamics/binnavi/Gui/Debug/ThreadInformationPanel/CThreadInformationPanelTest.java,3020,137,149,2,0,22,5,3,5,6,93,0,0,0,27,35,312
test-smells-binnavi,/src/main/java/com/google/security/zynamics/reil/algorithms/mono2/registertracking/RegisterSetLatticeElement.java,negativo_confiavel,1,0.0,0,0,0,0.0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,7,0,/src/test/java/com/google/security/zynamics/reil/algorithms/mono2/registertracking/BackwardRegisterTrackingTransformationProviderTest.java|/src/test/java/com/google/security/zynamics/reil/algorithms/mono2/registertracking/ForwardRegisterTrackingTransformationProviderTest.java|/src/test/java/com/google/security/zynamics/reil/algorithms/mono2/registertracking/RegisterSetLatticeElementTest.java|/src/test/java/com/google/security/zynamics/reil/algorithms/mono2/registertracking/RegisterSetLatticeTest.java|/src/test/java/com/google/security/zynamics/reil/algorithms/mono2/registertracking/RegisterTrackerTest.java|/src/test/java/com/google/security/zynamics/reil/algorithms/mono2/registertracking/TestFollowZFIncomingBackwards.java|/src/test/java/com/google/security/zynamics/reil/translators/ReilTranslatorTest.java,3515,130,505,26,13,8,14,0,9,14,10,0,0,0,9,27,608
test-smells-binnavi,/src/main/java/com/google/security/zynamics/reil/translators/arm/ARMQdaddTranslator.java,negativo_confiavel,1,,,,,,,,,0.0,0,0,0,0.0,0,0,2,,,,,,,,,,,,,,,,,1,0,/src/test/java/com/google/security/zynamics/reil/translators/arm/ARMQdaddTranslatorTest.java,102,9,4,0,0,0,0,0,0,0,1,0,0,0,1,3,6
test-smells-binnavi,/src/main/java/com/google/security/zynamics/reil/translators/arm/ARMSmlsdTranslator.java,disputado,1,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1,1,0,1.0,0,2,4,1,0,/src/test/java/com/google/security/zynamics/reil/translators/arm/ARMSmlsdTranslatorTest.java,110,9,6,0,0,0,0,0,0,0,1,0,0,0,1,3,8
test-smells-binnavi,/src/main/java/com/google/security/zynamics/reil/translators/mips/NorTranslator.java,negativo_confiavel,1,0.0,0,0,0,0.0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,2,0,/src/test/java/com/google/security/zynamics/reil/translators/mips/NorTranslatorTest.java|/src/test/java/com/google/security/zynamics/reil/translators/ppc/NorTranslatorTest.java,373,15,32,0,0,0,0,0,0,2,6,0,0,0,6,8,46
test-smells-binnavi,/src/main/java/com/google/security/zynamics/reil/translators/x86/Helpers.java,negativo_confiavel,1,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0.0,0,0,2,2,0,/src/test/java/com/google/security/zynamics/reil/translators/x86/HelpersTest.java|/src/test/java/com/google/security/zynamics/reil/translators/x86/ShldTranslatorTest.java,373,10,58,5,0,1,0,0,0,1,7,0,0,0,6,8,78
test-smells-birt,/chart/org.eclipse.birt.chart.engine/src/org/eclipse/birt/chart/computation/Methods.java,negativo_confiavel,1,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0.0,0,0,2,1,0,/chart/org.eclipse.birt.chart.tests/src/org/eclipse/birt/chart/tests/engine/computation/ScaleContextTest.java,429,8,74,0,0,14,8,0,0,7,46,0,0,0,5,6,154
test-smells-birt,/core/org.eclipse.birt.core/src/org/eclipse/birt/core/archive/FolderArchiveFile.java,disputado,1,0.6667,1,1,0,0.6667,0,2,6,,,,,,,,,,,,,,,,,,,,,,,,,1,0,/core/org.eclipse.birt.core.tests/test/org/eclipse/birt/core/archive/FolderToArchiveTest.java,106,5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
test-smells-birt,/core/org.eclipse.birt.core/src/org/eclipse/birt/core/fs/LocalFile.java,disputado,1,,,,,,,,,,,,,,,,,0.3333,1,1,0,0.3333,0,2,6,,,,,,,,,1,0,/core/org.eclipse.birt.core.tests/test/org/eclipse/birt/core/fs/LocalFileTest.java,205,14,9,0,0,2,11,5,0,7,2,11,0,12,0,8,59
test-smells-birt,/data/org.eclipse.birt.core.script.function/src/org/eclipse/birt/core/script/function/bre/BirtDateTime.java,negativo_confiavel,1,0.0,0,0,0,0.0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,1,0,/core/org.eclipse.birt.core.tests/test/org/eclipse/birt/core/script/bre/BirtDateTimeTest.java,1676,47,8,38,0,1,0,0,0,0,18,0,0,0,19,5,84
test-smells-birt,/data/org.eclipse.birt.data/src/org/eclipse/birt/data/engine/executor/transform/ResultSetWrapper.java,negativo_confiavel,1,0.0,0,0,0,0.0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,1,0,/chart/org.eclipse.birt.chart.tests/src/org/eclipse/birt/chart/tests/engine/datafeed/ResultSetWrapperTest.java,79,14,2,0,0,0,0,0,0,0,7,0,0,0,0,2,9
test-smells-birt,/data/org.eclipse.birt.data/src/org/eclipse/birt/data/engine/olap/data/impl/Traversalor.java,negativo_confiavel,1,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0.0,0,0,2,2,0,/data/org.eclipse.birt.data.tests/test/org/eclipse/birt/data/engine/olap/data/impl/TraversalorTest.java|/data/org.eclipse.birt.data.tests/test/org/eclipse/birt/data/engine/olap/data/impl/facttable/FactTableHelperTest.java,990,13,87,5,3,10,1,0,0,0,41,0,0,0,4,8,151
test-smells-birt,/data/org.eclipse.birt.report.data.oda.sampledb.ui/src/org/eclipse/birt/report/data/oda/sampledb/ui/i18n/Messages.java,negativo_confiavel,1,0.0,0,0,0,0.0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,2,0,/UI/org.eclipse.birt.report.designer.tests/test/org/eclipse/birt/report/designer/nls/MessagesTest.java|/chart/org.eclipse.birt.chart.tests/src/org/eclipse/birt/chart/tests/i18n/MessagesTest.java,83,5,4,0,0,0,0,0,0,1,0,0,0,0,0,3,5
test-smells-birt,/engine/org.eclipse.birt.report.engine.emitter.postscript/src/org/eclipse/birt/report/engine/emitter/postscript/PostscriptWriter.java,disputado|negativo_confiavel,2,0.0,0,0,0,0.0,0,0,2,1.0,1,1,0,1.0,0,3,8,,,,,,,,,,,,,,,,,1,0,/engine/org.eclipse.birt.report.engine.tests/test/org/eclipse/birt/report/engine/layout/emitter/TableBorderPSTest.java,354,11,0,6,0,0,0,0,1,0,0,0,0,0,1,3,8
test-smells-birt,/engine/org.eclipse.birt.report.engine/src/org/eclipse/birt/report/engine/api/script/element/StructureScriptAPIFactory.java,negativo_confiavel,1,0.0,0,0,0,0.0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,1,0,/engine/org.eclipse.birt.report.engine.tests/test/org/eclipse/birt/report/engine/api/script/element/ElementTest.java,1102,109,115,0,0,2,0,7,1,0,11,0,0,0,6,6,142
test-smells-blockly-android,/blocklylib-core/src/main/java/com/google/blockly/android/ui/AbstractInputView.java,negativo_confiavel,1,,,,,,,,,,,,,,,,,0.0,0,0,0,0.0,0,0,2,,,,,,,,,1,0,/blocklytest/src/androidTest/java/com/google/blockly/android/ui/AbstractInputViewTest.java,127,9,6,0,0,2,2,0,2,3,0,0,0,0,0,5,15
test-smells-blockly-android,/blocklylib-core/src/main/java/com/google/blockly/android/ui/fieldview/BasicFieldColorView.java,negativo_confiavel,1,,,,,,,,,0.0,0,0,0,0.0,0,0,2,,,,,,,,,,,,,,,,,1,0,/blocklytest/src/androidTest/java/com/google/blockly/android/ui/fieldview/BasicFieldColorViewTest.java,132,11,11,0,0,2,1,0,3,1,0,0,0,0,0,5,18
test-smells-bookkeeper,/bookkeeper-http/http-server/src/main/java/org/apache/bookkeeper/http/HttpServer.java,negativo_confiavel,1,,,,,,,,,0.0,0,0,0,0.0,0,0,2,,,,,,,,,,,,,,,,,3,0,/bookkeeper-http/twitter-http-server/src/test/java/org/apache/bookkeeper/http/twitter/TestTwitterHttpServer.java|/bookkeeper-http/vertx-http-server/src/test/java/org/apache/bookkeeper/http/vertx/TestVertxHttpServer.java|/bookkeeper-server/src/test/java/org/apache/bookkeeper/server/http/TestHttpService.java,1053,40,7,1,0,1,4,0,0,10,3,4,0,0,0,10,30
test-smells-bookkeeper,/bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogManagerBase.java,negativo_confiavel,1,,,,,,,,,0.0,0,0,0,0.0,0,0,2,,,,,,,,,,,,,,,,,3,0,/bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/CreateNewLogTest.java|/bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/EntryLogTest.java|/bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/LedgerStorageCheckpointTest.java,3412,103,24,93,14,24,0,14,2,0,106,19,0,18,32,26,346
test-smells-bookkeeper,/bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookieWatcher.java,negativo_confiavel,1,,,,,,,,,0.0,0,0,0,0.0,0,0,2,,,,,,,,,,,,,,,,,2,1,/bookkeeper-server/src/test/java/org/apache/bookkeeper/client/MockBookKeeperTestCase.java|/bookkeeper-server/src/test/java/org/apache/bookkeeper/client/TestBookieWatcher.java,775,8,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
test-smells-bookkeeper,/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/PerChannelBookieClient.java,disputado,1,1.1667,1,1,0,1.1667,0,3,6,,,,,,,,,,,,,,,,,,,,,,,,,2,0,/bookkeeper-server/src/test/java/org/apache/bookkeeper/proto/TestBackwardCompatCMS42.java|/bookkeeper-server/src/test/java/org/apache/bookkeeper/proto/TestPerChannelBookieClient.java,534,23,0,7,0,0,4,0,0,2,1,0,0,0,4,7,18
test-smells-bookkeeper,/bookkeeper-server/src/main/java/org/apache/bookkeeper/util/collections/ConcurrentLongHashSet.java,negativo_confiavel,1,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0.0,0,0,2,1,0,/bookkeeper-server/src/test/java/org/apache/bookkeeper/util/collections/ConcurrentLongHashSetTest.java,278,9,46,10,0,11,8,3,0,7,27,0,0,0,3,8,115
test-smells-bookkeeper,/bookkeeper-server/src/main/java/org/apache/bookkeeper/util/collections/ConcurrentLongLongHashMap.java,negativo_confiavel,1,,,,,,,,,,,,,,,,,0.0,0,0,0,0.0,0,0,2,,,,,,,,,2,0,/bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/EntryLogTest.java|/bookkeeper-server/src/test/java/org/apache/bookkeeper/util/collections/ConcurrentLongLongHashMapTest.java,2295,73,108,74,6,31,16,16,0,11,96,9,0,7,22,17,396
test-smells-bookkeeper,/stream/distributedlog/core/src/main/java/org/apache/distributedlog/util/Transaction.java,negativo_confiavel,1,0.0,0,0,0,0.0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,2,0,/stream/distributedlog/core/src/test/java/org/apache/distributedlog/impl/TestZKLogSegmentMetadataStore.java|/stream/distributedlog/core/src/test/java/org/apache/distributedlog/zk/TestZKVersionedSetOp.java,922,35,13,21,0,4,22,12,2,10,24,0,0,0,9,11,117
test-smells-bookkeeper,/stream/statelib/src/main/java/org/apache/bookkeeper/statelib/impl/rocksdb/checkpoint/RocksdbCheckpointTask.java,negativo_confiavel,1,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0.0,0,0,2,1,0,/stream/statelib/src/test/java/org/apache/bookkeeper/statelib/impl/rocksdb/checkpoint/RocksCheckpointerTest.java,416,23,24,8,0,3,3,0,2,2,0,4,0,4,4,9,54
test-smells-brooklyn-server,/api/src/main/java/org/apache/brooklyn/api/mgmt/rebind/PersistenceExceptionHandler.java,negativo_confiavel,1,,,,,,,,,0.0,0,0,0,0.0,0,0,2,,,,,,,,,,,,,,,,,2,0,/core/src/test/java/org/apache/brooklyn/core/mgmt/rebind/transformer/CompoundTransformerTest.java|/launcher/src/test/java/org/apache/brooklyn/launcher/CleanOrphanedLocationsIntegrationTest.java,717,48,4,1,0,0,16,1,5,24,2,0,9,0,1,10,63
test-smells-brooklyn-server,/core/src/main/java/org/apache/brooklyn/core/effector/MethodEffector.java,negativo_confiavel,1,0.0,0,0,0,0.0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,5,3,/core/src/test/java/org/apache/brooklyn/core/effector/EffectorMetadataTest.java|/core/src/test/java/org/apache/brooklyn/core/effector/EffectorSayHiTest.java|/core/src/test/java/org/apache/brooklyn/core/effector/MethodEffectorTest.java|/core/src/test/java/org/apache/brooklyn/core/entity/EntityTypeTest.java|/software/base/src/test/java/org/apache/brooklyn/entity/software/base/SoftwareProcessSubclassTest.java,1247,52,37,2,0,1,0,0,6,0,4,0,2,0,2,14,54
test-smells-brooklyn-server,/core/src/main/java/org/apache/brooklyn/core/network/OnSubnetNetworkEnricher.java,negativo_confiavel,1,,,,,,,,,,,,,,,,,0.0,0,0,0,0.0,0,0,2,,,,,,,,,1,0,/core/src/test/java/org/apache/brooklyn/core/network/OnSubnetNetworkEnricherTest.java,280,18,0,5,0,0,0,0,1,0,0,0,0,0,1,3,7
test-smells-brooklyn-server,/core/src/main/java/org/apache/brooklyn/util/core/json/BidiSerialization.java,negativo_confiavel,1,0.0,0,0,0,0.0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,1,1,/rest/rest-resources/src/test/java/org/apache/brooklyn/rest/util/json/BrooklynJacksonSerializerTest.java,274,5,2,0,1,0,0,2,0,0,1,0,0,0,0,4,6
test-smells-brooklyn-server,/locations/container/src/main/java/org/apache/brooklyn/container/location/kubernetes/KubernetesLocation.java,negativo_confiavel,1,,,,,,,,,,,,,,,,,0.0,0,0,0,0.0,0,0,2,,,,,,,,,3,0,/locations/container/src/test/java/org/apache/brooklyn/container/location/kubernetes/KubernetesLocationLiveTest.java|/locations/container/src/test/java/org/apache/brooklyn/container/location/kubernetes/KubernetesLocationResolverTest.java|/locations/container/src/test/java/org/apache/brooklyn/container/location/kubernetes/KubernetesLocationYamlLiveTest.java,872,56,5,1,0,0,0,1,2,0,4,0,0,0,4,9,17
test-smells-brooklyn-server,/policy/src/main/java/org/apache/brooklyn/policy/followthesun/FollowTheSunPolicy.java,negativo_confiavel,1,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0.0,0,0,2,1,0,/policy/src/test/java/org/apache/brooklyn/policy/followthesun/FollowTheSunPolicyTest.java,303,14,4,2,1,1,0,0,0,1,1,0,0,0,1,7,11
test-smells-brooklyn-server,/rest/rest-api/src/main/java/org/apache/brooklyn/rest/domain/ApiError.java,negativo_confiavel,1,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0.0,0,0,2,4,0,/rest/rest-api/src/test/java/org/apache/brooklyn/rest/domain/ApiErrorTest.java|/rest/rest-resources/src/test/java/org/apache/brooklyn/rest/resources/ApplicationResourceTest.java|/rest/rest-resources/src/test/java/org/apache/brooklyn/rest/resources/ErrorResponseTest.java|/rest/rest-server/src/test/java/org/apache/brooklyn/rest/entitlement/ApplicationResourceEntitlementsTest.java,1159,57,65,6,2,1,2,6,0,2,39,0,0,0,5,13,128
test-smells-brooklyn-server,/rest/rest-resources/src/main/java/org/apache/brooklyn/rest/resources/SensorResource.java,disputado,1,0.6667,1,1,0,0.6667,0,2,6,,,,,,,,,,,,,,,,,,,,,,,,,3,0,/rest/rest-resources/src/test/java/org/apache/brooklyn/rest/resources/SensorResourceTest.java|/rest/rest-server/src/test/java/org/apache/brooklyn/rest/entitlement/EntityConfigApiEntitlementsTest.java|/rest/rest-server/src/test/java/org/apache/brooklyn/rest/entitlement/SensorApiEntitlementsTest.java,597,41,10,4,0,0,0,3,1,0,2,0,0,0,0,7,20
test-smells-buck,/src-gen/com/facebook/buck/distributed/thrift/AppendBuildSlaveEventsResponse.java,negativo_confiavel,1,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0.0,0,0,2,1,0,/test/com/facebook/buck/distributed/DistBuildServiceTest.java,787,28,99,5,0,3,3,0,4,0,8,0,0,0,10,7,132
test-smells-buck,/src-gen/com/facebook/buck/distributed/thrift/Digest.java,negativo_confiavel,1,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0.0,0,0,2,1,0,/test/com/facebook/buck/slb/HybridThriftOverHttpServiceImplTest.java,180,4,4,0,0,0,2,3,0,2,2,0,0,0,1,6,14
test-smells-buck,/src-gen/com/facebook/buck/distributed/thrift/FetchBuildSlaveStatusResponse.java,negativo_confiavel,1,,,,,,,,,,,,,,,,,0.0,0,0,0,0.0,0,0,2,,,,,,,,,1,0,/test/com/facebook/buck/distributed/DistBuildServiceTest.java,787,28,99,5,0,3,3,0,4,0,8,0,0,0,10,7,132
test-smells-buck,/src-gen/com/facebook/buck/distributed/thrift/MultiGetBuildSlaveLogDirResponse.java,disputado,1,0.3333,1,1,0,0.3333,0,2,6,,,,,,,,,,,,,,,,,,,,,,,,,2,0,/test/com/facebook/buck/cli/DistBuildLogsCommandIntegrationTest.java|/test/com/facebook/buck/distributed/build_client/BuildSlaveLogsMaterializerTest.java,396,32,11,0,0,0,4,2,3,2,2,0,0,0,3,11,27
test-smells-buck,/src-gen/com/facebook/buck/distributed/thrift/SetCoordinatorResponse.java,negativo_confiavel,1,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0.0,0,0,2,1,0,/test/com/facebook/buck/distributed/DistBuildServiceTest.java,787,28,99,5,0,3,3,0,4,0,8,0,0,0,10,7,132
test-smells-buck,/src-gen/com/facebook/buck/log/thrift/rulekeys/BuildTarget.java,negativo_confiavel,1,0.0,0,0,0,0.0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,3,0,/test/com/facebook/buck/core/model/BuildTargetTest.java|/tools/consistency_checker/test/com/facebook/buck/tools/consistency/RuleKeyDiffPrinterTest.java|/tools/consistency_checker/test/com/facebook/buck/tools/consistency/RuleKeyDifferTest.java,1233,57,69,0,0,0,9,19,6,9,6,0,1,0,9,15,128
test-smells-buck,/src-gen/com/facebook/buck/log/thrift/rulekeys/NonHashedPath.java,negativo_confiavel,1,,,,,,,,,,,,,,,,,0.0,0,0,0,0.0,0,0,2,,,,,,,,,3,0,/test/com/facebook/buck/rules/keys/ThriftRuleKeyHasherTest.java|/tools/consistency_checker/test/com/facebook/buck/tools/consistency/RuleKeyDiffPrinterTest.java|/tools/consistency_checker/test/com/facebook/buck/tools/consistency/RuleKeyDifferTest.java,1387,51,61,0,0,0,13,17,8,14,6,1,0,1,10,18,131
test-smells-buck,/src/com/facebook/buck/android/ProguardMapping.java,negativo_confiavel,1,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0.0,0,0,2,1,0,/test/com/facebook/buck/android/ProguardMappingTest.java,46,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
test-smells-buck,/src/com/facebook/buck/android/packageable/AndroidPackageableCollector.java,negativo_confiavel,1,,,,,,,,,,,,,,,,,0.0,0,0,0,0.0,0,0,2,,,,,,,,,6,0,/test/com/facebook/buck/android/AndroidBinaryFilesInfoTest.java|/test/com/facebook/buck/android/AndroidBinaryGraphEnhancerTest.java|/test/com/facebook/buck/android/AndroidBuildConfigJavaLibraryTest.java|/test/com/facebook/buck/android/AndroidNativeLibsPackageableGraphEnhancerTest.java|/test/com/facebook/buck/android/packageable/AndroidPackageableCollectorTest.java|/test/com/facebook/buck/features/js/JsBundleGenruleDescriptionTest.java,3083,96,46,0,1,0,16,1,0,14,3,0,0,0,16,20,97
test-smells-buck,/src/com/facebook/buck/android/resources/ResTableTypeSpec.java,disputado,1,,,,,,,,,,,,,,,,,0.5,1,1,0,0.5,0,3,6,,,,,,,,,4,0,/test/com/facebook/buck/android/resources/ResTablePackageTest.java|/test/com/facebook/buck/android/resources/ResTableTypeSpecTest.java|/test/com/facebook/buck/android/resources/ResTableTypeTest.java|/test/com/facebook/buck/android/resources/ResourceTableTest.java,602,32,7,12,0,0,13,13,3,10,4,0,0,0,1,28,63
test-smells-buck,/src/com/facebook/buck/apple/clang/HeaderMap.java,negativo_confiavel,1,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0.0,0,0,2,4,0,/test/com/facebook/buck/apple/clang/HeaderMapTest.java|/test/com/facebook/buck/cxx/CxxCompilationDatabaseIntegrationTest.java|/test/com/facebook/buck/cxx/HeaderMapStepTest.java|/test/com/facebook/buck/features/apple/project/ProjectGeneratorTest.java,7994,223,280,21,10,11,15,0,9,14,84,0,1,0,86,24,531
test-smells-buck,/src/com/facebook/buck/cli/AuditRulesCommand.java,positivo_confiavel,1,,,,,,,,,,,,,,,,,,,,,,,,,1.4286,1,1,1,1.4286,0,3,7,1,0,/test/com/facebook/buck/cli/AuditRulesCommandTest.java,67,2,11,0,0,0,0,0,0,1,2,0,0,0,1,4,15
test-smells-buck,/src/com/facebook/buck/cli/bootstrapper/MemoryHandler.java,negativo_confiavel,1,,,,,,,,,,,,,,,,,0.0,0,0,0,0.0,0,0,2,,,,,,,,,1,0,/test/com/facebook/buck/log/memory/MemoryHandlerTest.java,37,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
test-smells-buck,/src/com/facebook/buck/core/model/impl/InMemoryBuildFileTree.java,disputado,1,,,,,,,,,,,,,,,,,0.3333,1,1,0,0.3333,0,2,6,,,,,,,,,2,0,/test/com/facebook/buck/core/model/impl/InMemoryBuildFileTreeTest.java|/test/com/facebook/buck/parser/ThrowingPackageBoundaryCheckerTest.java,259,10,0,0,0,0,5,0,0,2,0,0,0,0,1,3,8
test-smells-buck,/src/com/facebook/buck/core/sourcepath/resolver/impl/AbstractSourcePathResolver.java,negativo_confiavel,1,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0.0,0,0,2,2,0,/test/com/facebook/buck/jvm/java/JavaBuckConfigTest.java|/test/com/facebook/buck/jvm/java/JavacOptionsTest.java,765,58,4,0,0,0,9,3,1,6,0,0,0,0,1,6,24
test-smells-buck,/src/com/facebook/buck/cxx/toolchain/SharedLibraryInterfaceParams.java,negativo_confiavel,1,0.0,0,0,0,0.0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,1,1,/test/com/facebook/buck/cxx/CxxToolchainDescriptionTest.java,136,1,5,0,0,0,0,0,0,0,0,0,0,0,1,2,6
