github_repo,production_path,estratos,n_amostras,cs_blob,cs_blob_any,cs_blob_any_major,cs_blob_maioria,cs_blob_sev_media,cs_blob_unanime,cs_blob_sev_max,cs_blob_n_reviews,cs_data_class,cs_data_class_any,cs_data_class_any_major,cs_data_class_maioria,cs_data_class_sev_media,cs_data_class_unanime,cs_data_class_sev_max,cs_data_class_n_reviews,cs_feature_envy,cs_feature_envy_any,cs_feature_envy_any_major,cs_feature_envy_maioria,cs_feature_envy_sev_media,cs_feature_envy_unanime,cs_feature_envy_sev_max,cs_feature_envy_n_reviews,cs_long_method,cs_long_method_any,cs_long_method_any_major,cs_long_method_maioria,cs_long_method_sev_media,cs_long_method_unanime,cs_long_method_sev_max,cs_long_method_n_reviews,n_testes,n_testes_nome_divergente,test_paths,loc_teste,n_metodos_teste,ts_assertion_roulette,ts_conditional_test_logic,ts_dependent_test,ts_duplicate_assert,ts_eager_test,ts_exception_catching_throwing,ts_general_fixture,ts_lazy_test,ts_magic_number_test,ts_mystery_guest,ts_redundant_assertion,ts_resource_optimism,ts_verbose_test,ts_n_distintos,ts_n_total
test-smells-cassandra,/src/java/org/apache/cassandra/service/ActiveRepairService.java,negativo_confiavel,1,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0.0,0,0,2,1,0,/test/unit/org/apache/cassandra/service/ActiveRepairServiceTest.java,355,23,12,7,0,0,2,1,0,2,3,0,0,0,0,6,27
test-smells-cassandra,/src/java/org/apache/cassandra/utils/CoalescingStrategies.java,negativo_confiavel,1,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0.0,0,0,2,1,1,/test/unit/org/apache/cassandra/utils/CoalescingStrategiesTest.java,124,3,4,4,0,0,0,0,0,0,8,0,0,0,0,3,16
test-smells-cassandra,/src/java/org/apache/cassandra/utils/MerkleTrees.java,negativo_confiavel,1,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0.0,0,0,2,1,0,/test/unit/org/apache/cassandra/utils/MerkleTreesTest.java,541,25,43,6,0,8,13,2,1,16,6,0,0,0,4,9,99
test-smells-cayenne,/cayenne-server/src/main/java/org/apache/cayenne/exp/parser/ASTEqual.java,positivo_confiavel,1,,,,,,,,,,,,,,,,,0.8333,1,1,1,0.8333,0,2,6,,,,,,,,,1,0,/cayenne-server/src/test/java/org/apache/cayenne/exp/parser/ASTEqualTest.java,122,6,9,0,0,1,6,0,0,2,0,0,0,0,0,4,18
test-smells-cayenne,/cayenne-server/src/main/java/org/apache/cayenne/reflect/PropertyUtils.java,negativo_confiavel,1,0.0,0,0,0,0.0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,2,0,/cayenne-cgen/src/test/java/org/apache/cayenne/gen/PropertyUtilsTest.java|/cayenne-server/src/test/java/org/apache/cayenne/reflect/PropertyUtilsTest.java,758,35,56,0,0,3,3,1,0,6,18,0,0,0,3,10,90
test-smells-ceylon,/common/src/org/eclipse/ceylon/common/config/ConfigWriter.java,disputado,1,,,,,,,,,0.6667,1,1,0,0.6667,0,2,6,,,,,,,,,,,,,,,,,1,0,/common/test/src/org/eclipse/ceylon/common/test/ConfigWriterTest.java,130,10,0,0,0,0,4,1,3,2,0,3,0,4,0,6,17
test-smells-ceylon,/model/src/org/eclipse/ceylon/model/loader/TypeParser.java,disputado,1,,,,,,,,,,,,,,,,,,,,,,,,,0.8333,1,1,0,0.8333,0,2,6,1,1,/compiler-java/test/src/org/eclipse/ceylon/compiler/java/test/model/TypeParserTests.java,960,21,243,0,0,14,0,1,0,0,14,0,0,0,2,5,274
test-smells-che,/core/che-core-metrics-core/src/main/java/org/eclipse/che/core/metrics/ApiResponseMetricFilter.java,negativo_confiavel,1,,,,,,,,,,,,,,,,,0.0,0,0,0,0.0,0,0,2,,,,,,,,,1,0,/core/che-core-metrics-core/src/test/java/org/eclipse/che/core/metrics/ApiResponseMetricFilterTest.java,64,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
test-smells-che,/ide/che-core-ide-app/src/main/java/org/eclipse/che/ide/command/editor/CommandEditor.java,negativo_confiavel,1,,,,,,,,,,,,,,,,,0.0,0,0,0,0.0,0,0,2,,,,,,,,,1,0,/ide/che-core-ide-app/src/test/java/org/eclipse/che/ide/command/editor/CommandEditorTest.java,228,40,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
test-smells-che,/ide/che-core-ide-app/src/main/java/org/eclipse/che/ide/upload/file/UploadFileViewImpl.java,disputado,1,0.3333,1,0,0,0.3333,0,1,6,,,,,,,,,,,,,,,,,,,,,,,,,1,0,/ide/che-core-ide-app/src/test/java/org/eclipse/che/ide/upload/file/UploadFileViewImplTest.java,119,11,0,0,0,0,0,0,3,0,0,0,0,0,0,1,3
test-smells-che,/ide/commons-gwt/src/main/java/org/eclipse/che/ide/resource/Path.java,negativo_confiavel,1,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0.0,0,0,2,1,0,/ide/commons-gwt/src/test/java/org/eclipse/che/ide/resource/PathTest.java,400,32,93,0,0,3,30,0,0,11,9,0,0,0,0,5,146
test-smells-che,/plugins/plugin-debugger/che-plugin-debugger-ide/src/main/java/org/eclipse/che/plugin/debugger/ide/configuration/DebugConfigurationsManagerImpl.java,negativo_confiavel,1,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0.0,0,0,2,1,0,/plugins/plugin-debugger/che-plugin-debugger-ide/src/test/java/org/eclipse/che/plugin/debugger/ide/configuration/DebugConfigurationsManagerImplTest.java,107,13,2,0,0,0,0,0,0,1,0,0,0,0,1,3,4
test-smells-clickhouse-java,/src/main/java/ru/yandex/clickhouse/response/ClickHouseScrollableResultSet.java,disputado,1,0.5,1,0,0,0.5,0,1,6,,,,,,,,,,,,,,,,,,,,,,,,,1,0,/src/test/java/ru/yandex/clickhouse/response/ClickHouseScrollableResultSetTest.java,210,10,40,0,0,11,4,0,0,2,37,0,0,0,2,6,96
test-smells-closure-compiler,/src/com/google/javascript/jscomp/RewritePolyfills.java,negativo_confiavel,1,0.0,0,0,0,0.0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,1,0,/test/com/google/javascript/jscomp/RewritePolyfillsTest.java,445,39,0,0,24,0,0,0,0,0,0,0,0,0,0,1,24
test-smells-closure-compiler,/src/com/google/javascript/jscomp/regex/RegExpTree.java,negativo_confiavel,1,,,,,,,,,0.0,0,0,0,0.0,0,0,2,,,,,,,,,,,,,,,,,1,0,/test/com/google/javascript/jscomp/regex/RegExpTreeTest.java,196,15,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
test-smells-closure-compiler,/src/com/google/javascript/rhino/Node.java,negativo_confiavel,1,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0.0,0,0,2,1,0,/test/com/google/javascript/rhino/NodeTest.java,605,37,130,0,1,21,32,0,0,29,4,0,0,0,3,7,220
test-smells-closure-stylesheets,/src/com/google/common/css/compiler/passes/SplitRulesetNodes.java,negativo_confiavel,1,0.0,0,0,0,0.0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,1,0,/tests/com/google/common/css/compiler/passes/SplitRulesetNodesTest.java,114,4,1,0,0,0,3,0,0,2,1,0,0,0,1,5,8
test-smells-closure-templates,/java/src/com/google/template/soy/passes/ResolveNamesPass.java,negativo_confiavel,1,0.0,0,0,0,0.0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,1,0,/java/tests/com/google/template/soy/passes/ResolveNamesPassTest.java,256,13,17,0,0,0,0,0,0,0,0,0,0,0,0,1,17
test-smells-cloud-espm-v2,/espm-cloud-jpa/src/main/java/com/sap/espm/model/Supplier.java,disputado,1,,,,,,,,,1.5,1,1,0,1.5,0,3,4,,,,,,,,,,,,,,,,,1,0,/espm-cloud-jpa/src/test/java/com/sap/espm/model/SupplierTest.java,205,7,0,3,0,0,1,6,0,1,2,0,0,0,0,5,13
test-smells-cloudstack,/core/src/main/java/com/cloud/agent/api/CheckHealthAnswer.java,negativo_confiavel,1,,,,,,,,,0.0,0,0,0,0.0,0,0,2,,,,,,,,,,,,,,,,,1,0,/core/src/test/java/org/apache/cloudstack/api/agent/test/CheckHealthAnswerTest.java,52,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
test-smells-cloudstack,/framework/cluster/src/main/java/com/cloud/cluster/ClusterServiceServletAdapter.java,negativo_confiavel,1,,,,,,,,,,,,,,,,,0.0,0,0,0,0.0,0,0,2,,,,,,,,,1,0,/framework/cluster/src/test/java/com/cloud/cluster/ClusterServiceServletAdapterTest.java,56,7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
test-smells-cloudstack,/framework/db/src/main/java/com/cloud/utils/db/GenericDaoBase.java,negativo_confiavel,1,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0.0,0,0,2,1,0,/framework/db/src/test/java/com/cloud/utils/db/GenericDaoBaseTest.java,151,14,0,0,0,0,0,0,0,1,17,0,0,0,0,2,18
test-smells-cloudstack,/plugins/hypervisors/kvm/src/main/java/com/cloud/hypervisor/kvm/resource/BridgeVifDriver.java,disputado,1,0.8333,1,1,0,0.8333,0,3,6,,,,,,,,,,,,,,,,,,,,,,,,,1,0,/plugins/hypervisors/kvm/src/test/java/com/cloud/hypervisor/kvm/resource/BridgeVifDriverTest.java,58,4,8,0,2,1,0,0,0,0,0,0,0,0,0,3,11
test-smells-cloudstack,/plugins/network-elements/brocade-vcs/src/main/java/com/cloud/network/brocade/BrocadeVcsApi.java,disputado,1,1.0,1,1,0,1.0,0,2,4,,,,,,,,,,,,,,,,,,,,,,,,,1,0,/plugins/network-elements/brocade-vcs/src/test/java/com/cloud/network/brocade/BrocadeVcsApiTest.java,185,17,0,0,0,0,0,0,0,0,0,5,0,0,0,1,5
test-smells-cloudstack,/server/src/main/java/com/cloud/network/ExternalLoadBalancerDeviceManagerImpl.java,positivo_confiavel,1,1.625,1,1,1,1.625,0,3,8,,,,,,,,,,,,,,,,,,,,,,,,,1,0,/server/src/test/java/com/cloud/network/ExternalLoadBalancerDeviceManagerImplTest.java,240,44,0,0,2,0,0,0,1,1,0,0,0,0,0,3,4
test-smells-cloudstack,/server/src/main/java/com/cloud/resource/ResourceManagerImpl.java,positivo_confiavel,1,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1,1,1,1.0,0,2,6,1,0,/server/src/test/java/com/cloud/resource/ResourceManagerImplTest.java,209,31,0,1,0,0,6,0,0,4,0,0,0,0,0,3,11
test-smells-cloudstack,/server/src/main/java/com/cloud/server/ManagementServerImpl.java,disputado,1,,,,,,,,,,,,,,,,,,,,,,,,,0.3333,1,0,0,0.3333,0,1,6,1,0,/server/src/test/java/com/cloud/server/ManagementServerImplTest.java,110,9,0,0,0,0,2,0,0,3,0,0,0,0,0,2,5
test-smells-cloudstack,/utils/src/main/java/com/cloud/utils/UriUtils.java,disputado,1,,,,,,,,,,,,,,,,,0.6667,1,1,0,0.6667,0,2,6,,,,,,,,,1,0,/utils/src/test/java/com/cloud/utils/UriUtilsTest.java,104,8,12,0,2,0,1,0,0,2,5,0,0,0,0,5,22
test-smells-commons-beanutils,/src/main/java/org/apache/commons/beanutils2/PropertyUtils.java,disputado,1,,,,,,,,,,,,,,,,,0.5,1,1,0,0.5,0,3,6,,,,,,,,,1,0,/src/test/java/org/apache/commons/beanutils2/PropertyUtilsTestCase.java,4570,135,7,29,18,97,20,213,5,15,34,0,0,0,25,10,463
test-smells-commons-chain,/base/src/main/java/org/apache/commons/chain2/impl/ContextBase.java,negativo_confiavel,1,,,,,,,,,,,,,,,,,0.0,0,0,0,0.0,0,0,2,,,,,,,,,1,0,/base/src/test/java/org/apache/commons/chain2/impl/ContextBaseTestCase.java,399,15,65,1,0,16,5,0,0,6,4,0,0,0,4,7,101
test-smells-commons-collections,/src/main/java/org/apache/commons/collections4/PredicateUtils.java,negativo_confiavel,2,0.0,0,0,0,0.0,0,0,2,,,,,,,,,,,,,,,,,0.0,0,0,0,0.0,0,0,2,1,0,/src/test/java/org/apache/commons/collections4/PredicateUtilsTest.java,722,65,88,1,0,10,25,2,0,16,0,0,4,0,4,8,150
test-smells-commons-compress,/src/main/java/org/apache/commons/compress/archivers/zip/PKWareExtraHeader.java,disputado,1,,,,,,,,,0.5,1,0,0,0.5,0,1,4,,,,,,,,,,,,,,,,,1,0,/src/test/java/org/apache/commons/compress/archivers/zip/PkWareExtraHeaderTest.java,46,2,2,0,0,0,1,0,0,1,0,0,0,0,0,3,4
test-smells-commons-configuration,/src/main/java/org/apache/commons/configuration2/builder/ReloadingFileBasedConfigurationBuilder.java,positivo_confiavel,1,0.6667,1,0,1,0.6667,0,1,6,,,,,,,,,,,,,,,,,,,,,,,,,1,0,/src/test/java/org/apache/commons/configuration2/builder/TestReloadingFileBasedConfigurationBuilder.java,278,10,0,0,0,0,0,0,0,4,0,0,0,0,0,1,4
test-smells-commons-crypto,/src/main/java/org/apache/commons/crypto/jna/OpenSslJnaCryptoRandom.java,negativo_confiavel,1,,,,,,,,,,,,,,,,,0.0,0,0,0,0.0,0,0,2,,,,,,,,,1,0,/src/test/java/org/apache/commons/crypto/jna/OpenSslJnaCryptoRandomTest.java,52,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test-smells-commons-dbcp,/src/main/java/org/apache/commons/dbcp2/datasources/InstanceKeyDataSource.java,negativo_confiavel,1,,,,,,,,,,,,,,,,,0.0,0,0,0,0.0,0,0,2,,,,,,,,,1,0,/src/test/java/org/apache/commons/dbcp2/datasources/TestInstanceKeyDataSource.java,311,40,17,0,0,0,25,1,2,12,7,0,0,0,0,6,64
test-smells-commons-dbutils,/src/main/java/org/apache/commons/dbutils/ResultSetIterator.java,negativo_confiavel,1,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0.0,0,0,2,1,0,/src/test/java/org/apache/commons/dbutils/ResultSetIteratorTest.java,81,3,10,0,0,2,3,1,0,1,0,0,0,0,0,5,17
test-smells-commons-functor,/core/src/main/java/org/apache/commons/functor/core/algorithm/FoldLeft.java,negativo_confiavel,1,,,,,,,,,0.0,0,0,0,0.0,0,0,2,,,,,,,,,,,,,,,,,1,0,/core/src/test/java/org/apache/commons/functor/core/algorithm/TestFoldLeft.java,80,5,1,0,0,0,0,0,0,0,1,0,0,0,0,2,2
test-smells-commons-io,/src/main/java/org/apache/commons/io/TaggedIOException.java,negativo_confiavel,1,,,,,,,,,,,,,,,,,0.0,0,0,0,0.0,0,0,2,,,,,,,,,1,0,/src/test/java/org/apache/commons/io/TaggedIOExceptionTest.java,45,1,3,0,0,0,1,0,0,0,0,0,0,0,0,2,4
test-smells-commons-jelly,/core/src/main/java/org/apache/commons/jelly/tags/core/NewTag.java,negativo_confiavel,1,0.0,0,0,0,0.0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,1,0,/core/src/test/java/org/apache/commons/jelly/core/TestNewTag.java,156,10,37,0,0,5,0,0,0,0,4,0,0,0,1,4,47
test-smells-commons-jelly,/jelly-tags/util/src/main/java/org/apache/commons/jelly/tags/util/FileTag.java,negativo_confiavel,1,,,,,,,,,0.0,0,0,0,0.0,0,0,2,,,,,,,,,,,,,,,,,1,0,/core/src/test/java/org/apache/commons/jelly/core/TestFileTag.java,80,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test-smells-commons-math,/src/main/java/org/apache/commons/math4/ml/clustering/KMeansPlusPlusClusterer.java,negativo_confiavel,1,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0.0,0,0,2,1,0,/src/test/java/org/apache/commons/math4/ml/clustering/KMeansPlusPlusClustererTest.java,192,7,4,8,0,0,0,0,1,2,2,0,0,0,2,6,19
test-smells-commons-math,/src/main/java/org/apache/commons/math4/stat/correlation/KendallsCorrelation.java,disputado,1,,,,,,,,,,,,,,,,,,,,,,,,,0.875,1,1,0,0.875,0,3,8,1,0,/src/test/java/org/apache/commons/math4/stat/correlation/KendallsCorrelationTest.java,281,20,0,9,0,0,2,0,1,4,15,0,0,0,0,5,31
test-smells-commons-math,/src/main/java/org/apache/commons/math4/util/FastMath.java,negativo_confiavel,1,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0.0,0,0,2,1,0,/src/test/java/org/apache/commons/math4/util/FastMathTest.java,1965,84,39,196,0,7,37,14,2,29,248,0,0,0,8,9,580
test-smells-commons-net,/src/main/java/org/apache/commons/net/ftp/FTPClient.java,negativo_confiavel,1,,,,,,,,,,,,,,,,,0.0,0,0,0,0.0,0,0,2,,,,,,,,,1,1,/src/test/java/org/apache/commons/net/ftp/FTPClientTest.java,202,3,9,1,0,1,0,0,0,0,2,0,0,0,0,4,13
test-smells-commons-numbers,/commons-numbers-combinatorics/src/main/java/org/apache/commons/numbers/combinatorics/Combinations.java,negativo_confiavel,1,,,,,,,,,,,,,,,,,0.0,0,0,0,0.0,0,0,2,,,,,,,,,1,0,/commons-numbers-combinatorics/src/test/java/org/apache/commons/numbers/combinatorics/CombinationsTest.java,194,15,10,1,0,0,7,0,0,7,7,0,0,0,0,5,32
test-smells-commons-pool,/src/main/java/org/apache/commons/pool2/impl/GenericKeyedObjectPool.java,negativo_confiavel,1,,,,,,,,,,,,,,,,,0.0,0,0,0,0.0,0,0,2,,,,,,,,,1,0,/src/test/java/org/apache/commons/pool2/impl/TestGenericKeyedObjectPool.java,2342,77,131,48,0,25,40,57,2,153,124,0,0,0,15,9,595
test-smells-commons-text,/src/main/java/org/apache/commons/text/TextStringBuilder.java,negativo_confiavel,1,,,,,,,,,,,,,,,,,0.0,0,0,0,0.0,0,0,2,,,,,,,,,1,0,/src/test/java/org/apache/commons/text/TextStringBuilderTest.java,2053,101,533,3,0,61,99,17,0,37,291,0,0,0,15,8,1056
test-smells-commons-text,/src/main/java/org/apache/commons/text/similarity/LevenshteinDistance.java,negativo_confiavel,1,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0.0,0,0,2,1,0,/src/test/java/org/apache/commons/text/similarity/LevenshteinDistanceTest.java,144,10,46,0,0,0,3,0,0,2,0,0,0,0,1,4,52
test-smells-conscrypt,/common/src/main/java/org/conscrypt/CertPinManager.java,negativo_confiavel,1,0.0,0,0,0,0.0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,1,0,/common/src/test/java/org/conscrypt/CertPinManagerTest.java,139,12,0,0,0,0,0,1,2,0,0,0,0,0,0,2,3
test-smells-copybara,/java/com/google/copybara/git/GerritOptions.java,negativo_confiavel,1,0.0,0,0,0,0.0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,1,0,/javatests/com/google/copybara/git/GerritOptionsTest.java,82,8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
test-smells-crunch,/crunch-core/src/main/java/org/apache/crunch/types/PTypes.java,negativo_confiavel,1,0.0,0,0,0,0.0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,1,0,/crunch-core/src/test/java/org/apache/crunch/types/PTypesTest.java,34,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
test-smells-cxf,/core/src/main/java/org/apache/cxf/databinding/source/XMLStreamDataWriter.java,negativo_confiavel,1,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0.0,0,0,2,1,0,/rt/databinding/jaxb/src/test/java/org/apache/cxf/jaxb/io/XMLStreamDataWriterTest.java,372,16,26,1,0,1,0,1,3,1,3,0,0,0,3,8,39
test-smells-cxf,/rt/bindings/soap/src/main/java/org/apache/cxf/binding/soap/SoapBindingFactory.java,negativo_confiavel,1,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0.0,0,0,4,1,0,/rt/bindings/soap/src/test/java/org/apache/cxf/binding/soap/SoapBindingFactoryTest.java,237,8,33,0,0,2,0,0,0,0,4,0,0,0,3,4,42
test-smells-cxf,/rt/rs/security/jose-parent/jose/src/main/java/org/apache/cxf/rs/security/jose/jwk/JwkUtils.java,disputado,1,,,,,,,,,,,,,,,,,0.8333,1,1,0,0.8333,0,2,6,,,,,,,,,1,0,/rt/rs/security/jose-parent/jose/src/test/java/org/apache/cxf/rs/security/jose/jwk/JwkUtilsTest.java,193,17,8,0,0,0,5,1,0,5,2,0,0,0,0,5,21
test-smells-cxf,/rt/rs/security/sso/oidc/src/main/java/org/apache/cxf/rs/security/oidc/utils/OidcUtils.java,negativo_confiavel,1,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0.0,0,0,2,1,0,/rt/rs/security/sso/oidc/src/test/java/org/apache/cxf/rs/security/oidc/utils/OidcUtilsTest.java,54,3,4,0,0,0,0,0,0,1,4,0,0,0,0,3,9
test-smells-cxf,/rt/ws/rm/src/main/java/org/apache/cxf/ws/rm/DestinationSequence.java,disputado,1,0.1667,1,0,0,0.1667,0,1,6,,,,,,,,,,,,,,,,,,,,,,,,,1,0,/rt/ws/rm/src/test/java/org/apache/cxf/ws/rm/DestinationSequenceTest.java,747,38,50,14,0,10,14,1,2,9,36,0,0,0,5,9,141
test-smells-cxf,/rt/ws/rm/src/main/java/org/apache/cxf/ws/rm/RMEndpoint.java,negativo_confiavel,1,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0.0,0,0,2,1,0,/rt/ws/rm/src/test/java/org/apache/cxf/ws/rm/RMEndpointTest.java,356,23,17,0,0,2,7,0,2,6,4,0,0,0,0,6,38
test-smells-defense-solutions-proofs-of-concept,/geoevent-components/solutions-geoevent/processors/reduceLineToPoint-processor/src/main/java/com/esri/geoevent/solutions/processor/line2pt/UnitConverter.java,negativo_confiavel,1,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0.0,0,0,2,1,0,/geoevent-components/solutions-geoevent/10.1.x-10.2.2/processors/geometry-processor/src/test/java/com/esri/geoevent/solutions/processor/geometry/test/UnitConverterTest.java,122,17,0,0,0,0,0,0,1,2,6,0,0,0,0,3,9
test-smells-deltaspike,/deltaspike/core/impl/src/main/java/org/apache/deltaspike/core/impl/crypto/DefaultCipherService.java,negativo_confiavel,1,0.0,0,0,0,0.0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,1,0,/deltaspike/core/impl/src/test/java/org/apache/deltaspike/test/core/impl/cipher/DefaultCipherServiceTest.java,62,2,0,0,0,0,1,1,0,1,0,0,0,0,0,3,3
test-smells-derby,/java/org.apache.derby.tests/org/apache/derbyTesting/functionTests/tests/lang/AnsiSignatures.java,negativo_confiavel,1,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0.0,0,0,2,1,0,/java/org.apache.derby.tests/org/apache/derbyTesting/functionTests/tests/lang/AnsiSignaturesTest.java,923,96,3,2,0,1,0,0,0,0,4,0,0,0,1,5,11
test-smells-directory-kerby,/has-project/has-server/src/main/java/org/apache/kerby/has/server/web/WebServer.java,disputado,1,1.0,1,1,0,1.0,0,2,4,,,,,,,,,,,,,,,,,,,,,,,,,1,0,/has-project/has-server/src/test/java/org/apache/kerby/has/server/TestWebServer.java,126,12,3,1,0,0,1,1,1,0,0,0,0,0,0,5,7
test-smells-directory-kerby,/kerby-common/kerby-xdr/src/main/java/org/apache/kerby/xdr/type/XdrEnumerated.java,negativo_confiavel,1,,,,,,,,,,,,,,,,,0.0,0,0,0,0.0,0,0,2,,,,,,,,,1,0,/kerby-common/kerby-xdr/src/test/java/org/apache/kerby/xdr/XdrEnumeratedTest.java,58,4,0,0,2,0,0,0,0,0,0,0,0,0,0,1,2
test-smells-directory-kerby,/kerby-kerb/kerb-simplekdc/src/main/java/org/apache/kerby/kerberos/kerb/server/SimpleKdcServer.java,negativo_confiavel,1,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0.0,0,0,2,1,0,/kerby-kerb/kerb-simplekdc/src/test/java/org/apache/kerby/kerberos/kerb/SimpleKdcServerTest.java,76,6,0,0,0,0,0,1,1,0,0,0,0,0,0,2,2
test-smells-directory-ldap-api,/asn1/api/src/main/java/org/apache/directory/api/asn1/util/Oid.java,negativo_confiavel,1,,,,,,,,,,,,,,,,,0.0,0,0,0,0.0,0,0,2,,,,,,,,,1,0,/asn1/api/src/test/java/org/apache/directory/api/asn1/util/OidTest.java,917,19,254,8,16,31,14,9,0,4,22,0,2,0,6,10,366
test-smells-directory-ldap-api,/ldap/model/src/main/java/org/apache/directory/api/ldap/model/schema/syntaxCheckers/BitStringSyntaxChecker.java,negativo_confiavel,1,0.0,0,0,0,0.0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,1,0,/ldap/model/src/test/java/org/apache/directory/api/ldap/model/schema/syntaxes/BitStringSyntaxCheckerTest.java,92,6,13,0,0,0,0,0,0,1,0,0,0,0,0,2,14
test-smells-directory-ldap-api,/ldap/model/src/main/java/org/apache/directory/api/ldap/model/schema/syntaxCheckers/DseTypeSyntaxChecker.java,disputado,1,,,,,,,,,,,,,,,,,,,,,,,,,1.1667,1,1,0,1.1667,0,3,6,1,0,/ldap/model/src/test/java/org/apache/directory/api/ldap/model/schema/syntaxes/DseTypeSyntaxCheckerTest.java,85,5,11,0,0,0,0,0,0,1,0,0,0,0,0,2,12
test-smells-directory-ldap-api,/ldap/model/src/main/java/org/apache/directory/api/ldap/model/url/LdapUrl.java,disputado,1,,,,,,,,,,,,,,,,,,,,,,,,,0.5,1,0,0,0.5,0,1,4,1,0,/ldap/model/src/test/java/org/apache/directory/api/ldap/model/url/LdapUrlTest.java,1657,119,73,0,0,9,107,2,0,8,6,0,1,0,1,8,207
test-smells-directory-server,/jdbm-partition/src/main/java/org/apache/directory/server/core/partition/impl/btree/jdbm/DupsCursor.java,positivo_confiavel,1,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1,1,1,1.0,0,2,6,1,0,/jdbm-partition/src/test/java/org/apache/directory/server/core/partition/impl/btree/jdbm/DupsCursorTest.java,1519,26,190,116,0,27,15,1,3,11,54,0,0,1,8,10,426
test-smells-ditto,/model/base/src/main/java/org/eclipse/ditto/model/base/exceptions/DittoRuntimeException.java,negativo_confiavel,1,,,,,,,,,0.0,0,0,0,0.0,0,0,2,,,,,,,,,,,,,,,,,1,0,/model/base/src/test/java/org/eclipse/ditto/model/base/exceptions/DittoRuntimeExceptionTest.java,88,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test-smells-ditto,/services/concierge/enforcement/src/main/java/org/eclipse/ditto/services/concierge/enforcement/LiveSignalEnforcement.java,disputado,1,1.5,1,1,0,1.5,0,3,4,,,,,,,,,,,,,,,,,,,,,,,,,1,0,/services/concierge/enforcement/src/test/java/org/eclipse/ditto/services/concierge/enforcement/LiveSignalEnforcementTest.java,509,27,20,0,0,0,0,0,1,0,0,0,0,0,5,3,26
test-smells-ditto,/services/connectivity/messaging/src/main/java/org/eclipse/ditto/services/connectivity/messaging/validation/ConnectionValidator.java,disputado,1,0.1667,1,0,0,0.1667,0,1,6,,,,,,,,,,,,,,,,,,,,,,,,,1,0,/services/connectivity/messaging/src/test/java/org/eclipse/ditto/services/connectivity/messaging/validation/ConnectionValidatorTest.java,185,10,0,0,0,0,9,0,0,2,0,0,0,0,0,2,11
test-smells-ditto,/services/things/persistence/src/main/java/org/eclipse/ditto/services/things/persistence/actors/strategies/events/AttributesDeletedStrategy.java,negativo_confiavel,1,0.0,0,0,0,0.0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,1,0,/services/things/persistence/src/test/java/org/eclipse/ditto/services/things/persistence/actors/strategies/events/AttributesDeletedStrategyTest.java,46,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
