sample_id,smell,granularidade,code_name,path,start_line,end_line,mlcq_repo,github_repo,repo_status,commit_hash,is_industry_relevant,n_reviews,n_revisores,severidades,n_positivos,n_major_ou_mais,n_reviews_crosscheck,sev_max,sev_media,sev_mediana,pos_any,pos_maioria,pos_unanime,pos_any_major,foi_crosscheck,estrato
5235274,feature envy,function,org.apache.oodt.cas.resource.system.AvroRpcResourceManager.AvroRpcResourceManager int,/resource/src/main/java/org/apache/oodt/cas/resource/system/AvroRpcResourceManager.java,70,81,apache/oodt,test-smells-oodt,HASH_OK,9f2a500b9d061c31ccd71fc66c4d6e40f0c25acb,1,2,1,none|none,0,0,0,0,0.0,0.0,0,0,0,0,0,negativo_confiavel
5235970,feature envy,function,org.apache.oodt.cas.filemgr.util.XmlRpcStructFactory.getXmlRpcElementHashTable Element,/filemgr/src/main/java/org/apache/oodt/cas/filemgr/util/XmlRpcStructFactory.java,622,634,apache/oodt,test-smells-oodt,HASH_OK,9f2a500b9d061c31ccd71fc66c4d6e40f0c25acb,1,2,1,none|none,0,0,0,0,0.0,0.0,0,0,0,0,0,negativo_confiavel
5237277,feature envy,function,org.apache.olingo.server.tecsvc.async.TechnicalAsyncService.copy InputStream|OutputStream,/lib/server-tecsvc/src/main/java/org/apache/olingo/server/tecsvc/async/TechnicalAsyncService.java,202,222,apache/olingo-odata4,test-smells-olingo-odata4,HASH_OK,f344a3c565b6a67233de1d1169104a728136e7a3,1,2,1,none|none,0,0,0,0,0.0,0.0,0,0,0,0,0,negativo_confiavel
5241294,feature envy,function,org.apache.olingo.netty.server.core.ODataNettyHandlerImpl.closeStream Channel,/lib/server-core/src/main/java/org/apache/olingo/netty/server/core/ODataNettyHandlerImpl.java,149,157,apache/olingo-odata4,test-smells-olingo-odata4,HASH_OK,f344a3c565b6a67233de1d1169104a728136e7a3,1,2,1,none|none,0,0,0,0,0.0,0.0,0,0,0,0,0,negativo_confiavel
5241829,long method,function,org.apache.oodt.cas.product.jaxrs.resources.ProductResource#getReferenceResources,/webapp/fmprod/src/main/java/org/apache/oodt/cas/product/jaxrs/resources/ProductResource.java,178,183,apache/oodt,test-smells-oodt,HASH_OK,9f2a500b9d061c31ccd71fc66c4d6e40f0c25acb,1,2,1,none|none,0,0,0,0,0.0,0.0,0,0,0,0,0,negativo_confiavel
5241906,data class,class,org.apache.olingo.server.sample.data.DataProvider.DataProviderException,/samples/server/src/main/java/org/apache/olingo/server/sample/data/DataProvider.java,86,96,apache/olingo-odata4,test-smells-olingo-odata4,HASH_OK,f344a3c565b6a67233de1d1169104a728136e7a3,1,2,1,none|none,0,0,0,0,0.0,0.0,0,0,0,0,0,negativo_confiavel
5242909,feature envy,function,org.apache.oodt.commons.util.LogEventMultiplexer#streamStarted LogEvent,/commons/src/main/java/org/apache/oodt/commons/util/LogEventMultiplexer.java,52,57,apache/oodt,test-smells-oodt,HASH_OK,9f2a500b9d061c31ccd71fc66c4d6e40f0c25acb,1,2,1,none|none,0,0,0,0,0.0,0.0,0,0,0,0,0,negativo_confiavel
5243521,long method,function,org.apache.olingo.server.tecsvc.data.DataCreator#createETStreamOnComplexProp Edm|OData,/lib/server-tecsvc/src/main/java/org/apache/olingo/server/tecsvc/data/DataCreator.java,158,221,apache/olingo-odata4,test-smells-olingo-odata4,HASH_OK,f344a3c565b6a67233de1d1169104a728136e7a3,1,6,3,critical|critical|major|minor|none|none,4,3,4,3,1.5,1.5,1,1,0,1,1,positivo_confiavel
5245618,blob,class,org.apache.olingo.server.tecsvc.processor.queryoptions.expression.primitive.EdmNull,/lib/server-tecsvc/src/main/java/org/apache/olingo/server/tecsvc/processor/queryoptions/expression/primitive/EdmNull.java,26,127,apache/olingo-odata4,test-smells-olingo-odata4,HASH_OK,f344a3c565b6a67233de1d1169104a728136e7a3,1,2,1,none|none,0,0,0,0,0.0,0.0,0,0,0,0,0,negativo_confiavel
5246779,blob,class,org.apache.olingo.samples.client.core.http.RequestRetryHttpClientFactory,/samples/client/src/main/java/org/apache/olingo/samples/client/core/http/RequestRetryHttpClientFactory.java,42,86,apache/olingo-odata4,test-smells-olingo-odata4,HASH_OK,f344a3c565b6a67233de1d1169104a728136e7a3,1,2,1,none|none,0,0,0,0,0.0,0.0,0,0,0,0,0,negativo_confiavel
5246871,blob,class,org.apache.oozie.command.SubmitTransitionXCommand,/core/src/main/java/org/apache/oozie/command/SubmitTransitionXCommand.java,30,83,apache/oozie,test-smells-oozie,HASH_OK,491e73ee9f941dfb25dfe92121fb033295ef42ee,1,2,1,none|none,0,0,0,0,0.0,0.0,0,0,0,0,0,negativo_confiavel
5247450,blob,class,org.apache.oozie.tools.diag.AppInfoCollector,/tools/src/main/java/org/apache/oozie/tools/diag/AppInfoCollector.java,45,443,apache/oozie,test-smells-oozie,HASH_OK,491e73ee9f941dfb25dfe92121fb033295ef42ee,1,8,4,critical|major|minor|minor|none|none|none|none,4,2,6,3,0.875,0.5,1,0,0,1,1,disputado
5248838,data class,class,org.apache.oozie.command.coord.CoordJobsXCommand,/core/src/main/java/org/apache/oozie/command/coord/CoordJobsXCommand.java,36,84,apache/oozie,test-smells-oozie,HASH_OK,491e73ee9f941dfb25dfe92121fb033295ef42ee,1,2,1,none|none,0,0,0,0,0.0,0.0,0,0,0,0,0,negativo_confiavel
5250124,feature envy,function,org.apache.oozie.sla.SLACalculatorMemory#reloadExpectedTimeAndConfig SLACalcStatus,/core/src/main/java/org/apache/oozie/sla/SLACalculatorMemory.java,540,560,apache/oozie,test-smells-oozie,HASH_OK,491e73ee9f941dfb25dfe92121fb033295ef42ee,1,6,3,major|major|minor|minor|minor|minor,6,2,4,2,1.3333,1.0,1,1,1,1,1,positivo_confiavel
5252079,blob,class,org.apache.oozie.StringBlob,/core/src/main/java/org/apache/oozie/StringBlob.java,35,127,apache/oozie,test-smells-oozie,HASH_OK,491e73ee9f941dfb25dfe92121fb033295ef42ee,1,2,1,none|none,0,0,0,0,0.0,0.0,0,0,0,0,0,negativo_confiavel
5255988,blob,class,org.apache.oozie.executor.jpa.CoordActionQueryExecutor,/core/src/main/java/org/apache/oozie/executor/jpa/CoordActionQueryExecutor.java,40,383,apache/oozie,test-smells-oozie,HASH_OK,491e73ee9f941dfb25dfe92121fb033295ef42ee,1,4,2,major|major|none|none,2,2,2,2,1.0,1.0,1,0,0,1,1,disputado
5256995,blob,class,org.apache.oozie.servlet.HostnameFilter,/core/src/main/java/org/apache/oozie/servlet/HostnameFilter.java,37,110,apache/oozie,test-smells-oozie,HASH_OK,491e73ee9f941dfb25dfe92121fb033295ef42ee,1,2,1,none|none,0,0,0,0,0.0,0.0,0,0,0,0,0,negativo_confiavel
5257764,blob,class,org.apache.oozie.event.EventQueue,/core/src/main/java/org/apache/oozie/event/EventQueue.java,30,95,apache/oozie,test-smells-oozie,HASH_OK,491e73ee9f941dfb25dfe92121fb033295ef42ee,1,2,1,none|none,0,0,0,0,0.0,0.0,0,0,0,0,0,negativo_confiavel
5262454,long method,function,org.apache.openmeetings.web.common.HeaderPanel.HeaderPanel String|String,/openmeetings-web/src/main/java/org/apache/openmeetings/web/common/HeaderPanel.java,28,32,apache/openmeetings,test-smells-openmeetings,HASH_OK,6d54639e4087329fee2560af15113bdb26d226ed,1,2,1,none|none,0,0,0,0,0.0,0.0,0,0,0,0,0,negativo_confiavel
5264519,blob,class,opennlp.tools.parse_thicket.matching.NERPhraseGeneralizer,/opennlp-similarity/src/main/java/opennlp/tools/parse_thicket/matching/NERPhraseGeneralizer.java,41,271,apache/opennlp-sandbox,test-smells-opennlp-sandbox,NOME_HASH_DIVERGE,37af4c6d42a9affba4f7c9bbc64175768750563f,0,2,1,none|none,0,0,0,0,0.0,0.0,0,0,0,0,0,negativo_confiavel
5264883,blob,class,org.apache.opennlp.corpus_server.caseditor.DefaultCasDocumentProvider,/caseditor-corpus-server-plugin/src/main/java/org/apache/opennlp/corpus_server/caseditor/DefaultCasDocumentProvider.java,63,333,apache/opennlp-sandbox,test-smells-opennlp-sandbox,NOME_HASH_DIVERGE,37af4c6d42a9affba4f7c9bbc64175768750563f,0,6,3,major|minor|minor|none|none|none,3,1,4,2,0.6667,0.5,1,0,0,1,1,disputado
5266377,blob,class,org.apache.opennlp.corpus_server.tools.RemoveCAS,/corpus-server-tools/src/main/java/org/apache/opennlp/corpus_server/tools/RemoveCAS.java,29,49,apache/opennlp-sandbox,test-smells-opennlp-sandbox,NOME_HASH_DIVERGE,37af4c6d42a9affba4f7c9bbc64175768750563f,0,2,1,none|none,0,0,0,0,0.0,0.0,0,0,0,0,0,negativo_confiavel
5269525,blob,class,opennlp.tools.formats.ad.ADNameSampleStreamFactory.Parameters,/opennlp-tools/src/main/java/opennlp/tools/formats/ad/ADNameSampleStreamFactory.java,43,60,apache/opennlp,test-smells-opennlp,HASH_OK,a07efca33b40f18e9d28a59f9e40924a0c8a89a5,1,2,1,none|none,0,0,0,0,0.0,0.0,0,0,0,0,0,negativo_confiavel
5270720,blob,class,opennlp.tools.util.featuregen.POSTaggerNameFeatureGenerator,/opennlp-tools/src/main/java/opennlp/tools/util/featuregen/POSTaggerNameFeatureGenerator.java,31,68,apache/opennlp,test-smells-opennlp,HASH_OK,a07efca33b40f18e9d28a59f9e40924a0c8a89a5,1,2,1,none|none,0,0,0,0,0.0,0.0,0,0,0,0,0,negativo_confiavel
5271942,blob,class,opennlp.uima.sentdetect.SentenceModelResourceImpl,/opennlp-uima/src/main/java/opennlp/uima/sentdetect/SentenceModelResourceImpl.java,26,37,apache/opennlp,test-smells-opennlp,HASH_OK,a07efca33b40f18e9d28a59f9e40924a0c8a89a5,1,2,1,none|none,0,0,0,0,0.0,0.0,0,0,0,0,0,negativo_confiavel
5273938,blob,class,org.apache.openjpa.util.CacheMap.ValueCollection,/openjpa-kernel/src/main/java/org/apache/openjpa/util/CacheMap.java,608,620,apache/openjpa,test-smells-openjpa,HASH_OK,8c0b843f6e6e0dd86a31e485928e61f2ba4c8f29,1,2,1,none|none,0,0,0,0,0.0,0.0,0,0,0,0,0,negativo_confiavel
5275875,long method,function,org.apache.openjpa.util.DelayedHashSetProxy#copy Object,/openjpa-kernel/src/main/java/org/apache/openjpa/util/DelayedHashSetProxy.java,121,124,apache/openjpa,test-smells-openjpa,HASH_OK,8c0b843f6e6e0dd86a31e485928e61f2ba4c8f29,1,2,1,none|none,0,0,0,0,0.0,0.0,0,0,0,0,0,negativo_confiavel
5278260,long method,function,org.apache.openjpa.kernel.BrokerImpl#refreshInternal Collection|OpCallbacks,/openjpa-kernel/src/main/java/org/apache/openjpa/kernel/BrokerImpl.java,3172,3253,apache/openjpa,test-smells-openjpa,HASH_OK,8c0b843f6e6e0dd86a31e485928e61f2ba4c8f29,1,6,3,critical|critical|major|minor|none|none,4,3,4,3,1.5,1.5,1,1,0,1,1,positivo_confiavel
5278361,blob,class,org.apache.webbeans.service.ManualImplementationLoaderService,/webbeans-impl/src/main/java/org/apache/webbeans/service/ManualImplementationLoaderService.java,36,228,apache/openwebbeans,test-smells-openwebbeans,HASH_OK,7831798861478a035c9e9dcca151b5a67e4a28a3,1,6,3,major|minor|minor|none|none|none,3,1,4,2,0.6667,0.5,1,0,0,1,1,disputado
5279258,data class,class,org.apache.webbeans.util.SingleItemSet.SingleItemIterator,/webbeans-impl/src/main/java/org/apache/webbeans/util/SingleItemSet.java,126,154,apache/openwebbeans,test-smells-openwebbeans,HASH_OK,7831798861478a035c9e9dcca151b5a67e4a28a3,1,2,1,none|none,0,0,0,0,0.0,0.0,0,0,0,0,0,negativo_confiavel
5280072,long method,function,org.apache.webbeans.container.BeanManagerImpl#addAdditionalQualifier Class<? extends Annotation>,/webbeans-impl/src/main/java/org/apache/webbeans/container/BeanManagerImpl.java,1300,1306,apache/openwebbeans,test-smells-openwebbeans,HASH_OK,7831798861478a035c9e9dcca151b5a67e4a28a3,1,2,1,none|none,0,0,0,0,0.0,0.0,0,0,0,0,0,negativo_confiavel
5281568,data class,class,org.apache.webbeans.reservation.beans.user.UserUpdateBean,/samples/reservation/src/main/java/org/apache/webbeans/reservation/beans/user/UserUpdateBean.java,31,169,apache/openwebbeans,test-smells-openwebbeans,HASH_OK,7831798861478a035c9e9dcca151b5a67e4a28a3,1,8,4,critical|major|major|none|none|none|none|none,3,3,6,3,0.875,0.0,1,0,0,1,1,disputado
5283018,feature envy,function,org.apache.openjpa.kernel.exps.InMemoryExpressionFactory#matches Value|Value|String|String|String,/openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/InMemoryExpressionFactory.java,472,477,apache/openjpa,test-smells-openjpa,HASH_OK,8c0b843f6e6e0dd86a31e485928e61f2ba4c8f29,1,2,1,none|none,0,0,0,0,0.0,0.0,0,0,0,0,0,negativo_confiavel
5294252,long method,function,org.apache.parquet.hadoop.ParquetReader.Builder.Builder InputFile,/parquet-hadoop/src/main/java/org/apache/parquet/hadoop/ParquetReader.java,201,211,apache/parquet-mr,test-smells-parquet-java,HASH_OK,811310d01bfe3dcb4ca95aa8eed9ed6d806bf7c1,1,2,1,none|none,0,0,0,0,0.0,0.0,0,0,0,0,0,negativo_confiavel
5297372,long method,function,org.apache.parquet.hadoop.ParquetOutputFormat.getPageRowCountLimit Configuration,/parquet-hadoop/src/main/java/org/apache/parquet/hadoop/ParquetOutputFormat.java,337,339,apache/parquet-mr,test-smells-parquet-java,HASH_OK,811310d01bfe3dcb4ca95aa8eed9ed6d806bf7c1,1,2,1,none|none,0,0,0,0,0.0,0.0,0,0,0,0,0,negativo_confiavel
5297721,long method,function,org.apache.parquet.thrift.BufferedProtocolReadToWrite.BufferedProtocolReadToWrite StructType|FieldIgnoredHandler,/parquet-thrift/src/main/java/org/apache/parquet/thrift/BufferedProtocolReadToWrite.java,126,130,apache/parquet-mr,test-smells-parquet-java,HASH_OK,811310d01bfe3dcb4ca95aa8eed9ed6d806bf7c1,1,2,1,none|none,0,0,0,0,0.0,0.0,0,0,0,0,0,negativo_confiavel
5299892,data class,class,org.apache.parquet.cli.HadoopFileSystemURLStreamHandler,/parquet-cli/src/main/java/org/apache/parquet/cli/HadoopFileSystemURLStreamHandler.java,35,79,apache/parquet-mr,test-smells-parquet-java,HASH_OK,811310d01bfe3dcb4ca95aa8eed9ed6d806bf7c1,1,2,1,none|none,0,0,0,0,0.0,0.0,0,0,0,0,0,negativo_confiavel
5302732,feature envy,function,org.apache.openjpa.meta.ClassMetaData#valueChanged Value,/openjpa-kernel/src/main/java/org/apache/openjpa/meta/ClassMetaData.java,2660,2665,apache/openjpa,test-smells-openjpa,HASH_OK,8c0b843f6e6e0dd86a31e485928e61f2ba4c8f29,1,2,1,none|none,0,0,0,0,0.0,0.0,0,0,0,0,0,negativo_confiavel
5303636,long method,function,org.apache.openjpa.jdbc.meta.strats.EmbedValueHandler.getIdColumns FieldMapping|List,/openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/EmbedValueHandler.java,311,318,apache/openjpa,test-smells-openjpa,HASH_OK,8c0b843f6e6e0dd86a31e485928e61f2ba4c8f29,1,2,1,none|none,0,0,0,0,0.0,0.0,0,0,0,0,0,negativo_confiavel
5305226,data class,class,org.apache.openjpa.kernel.BrokerImpl.TransactionalCache,/openjpa-kernel/src/main/java/org/apache/openjpa/kernel/BrokerImpl.java,5016,5190,apache/openjpa,test-smells-openjpa,HASH_OK,8c0b843f6e6e0dd86a31e485928e61f2ba4c8f29,1,2,1,none|none,0,0,0,0,0.0,0.0,0,0,0,0,0,negativo_confiavel
5305545,long method,function,org.apache.openjpa.jdbc.kernel.PessimisticLockManager#executeQuery Connection|PreparedStatement|SQLBuffer,/openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/PessimisticLockManager.java,231,234,apache/openjpa,test-smells-openjpa,HASH_OK,8c0b843f6e6e0dd86a31e485928e61f2ba4c8f29,1,2,1,none|none,0,0,0,0,0.0,0.0,0,0,0,0,0,negativo_confiavel
5308925,blob,class,org.apache.openjpa.kernel.FillStrategy,/openjpa-kernel/src/main/java/org/apache/openjpa/kernel/FillStrategy.java,41,256,apache/openjpa,test-smells-openjpa,HASH_OK,8c0b843f6e6e0dd86a31e485928e61f2ba4c8f29,1,2,1,none|none,0,0,0,0,0.0,0.0,0,0,0,0,0,negativo_confiavel
5310114,long method,function,org.apache.openjpa.jdbc.sql.DBDictionary#toBulkOperation ClassMapping|Select|JDBCStore|Object[]|Map,/openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/DBDictionary.java,2243,2350,apache/openjpa,test-smells-openjpa,HASH_OK,8c0b843f6e6e0dd86a31e485928e61f2ba4c8f29,1,6,3,critical|critical|major|major|major|major,6,6,4,3,2.3333,2.0,1,1,1,1,1,positivo_confiavel
5311043,long method,function,org.apache.openjpa.jdbc.sql.DB2Dictionary#appendXmlComparison1 SQLBuffer|String|FilterValue|FilterValue,/openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/DB2Dictionary.java,682,717,apache/openjpa,test-smells-openjpa,HASH_OK,8c0b843f6e6e0dd86a31e485928e61f2ba4c8f29,1,6,3,minor|none|none|none|none|none,1,0,4,1,0.1667,0.0,1,0,0,0,1,disputado
5314620,feature envy,function,org.apache.pdfbox.contentstream.operator.state.SetMatrix#process Operator|List<COSBase>,/pdfbox/src/main/java/org/apache/pdfbox/contentstream/operator/state/SetMatrix.java,35,59,apache/pdfbox,,SEM_REPO,443b7dd95c57bc83598c8c5d514ebb44a4133a43,1,2,1,none|none,0,0,0,0,0.0,0.0,0,0,0,0,0,negativo_confiavel
5314955,long method,function,org.apache.pdfbox.rendering.PageDrawer#closePath,/pdfbox/src/main/java/org/apache/pdfbox/rendering/PageDrawer.java,867,871,apache/pdfbox,,SEM_REPO,443b7dd95c57bc83598c8c5d514ebb44a4133a43,1,2,1,none|none,0,0,0,0,0.0,0.0,0,0,0,0,0,negativo_confiavel
5317907,blob,class,org.apache.pdfbox.contentstream.operator.text.SetCharSpacing,/pdfbox/src/main/java/org/apache/pdfbox/contentstream/operator/text/SetCharSpacing.java,33,59,apache/pdfbox,,SEM_REPO,443b7dd95c57bc83598c8c5d514ebb44a4133a43,1,2,1,none|none,0,0,0,0,0.0,0.0,0,0,0,0,0,negativo_confiavel
5319003,long method,function,org.apache.pdfbox.pdmodel.common.COSArrayList#subList int|int,/pdfbox/src/main/java/org/apache/pdfbox/pdmodel/common/COSArrayList.java,650,654,apache/pdfbox,,SEM_REPO,443b7dd95c57bc83598c8c5d514ebb44a4133a43,1,2,1,none|none,0,0,0,0,0.0,0.0,0,0,0,0,0,negativo_confiavel
5319099,data class,class,org.apache.pdfbox.filter.CCITTFaxDecoderStream.Tree,/pdfbox/src/main/java/org/apache/pdfbox/filter/CCITTFaxDecoderStream.java,520,586,apache/pdfbox,,SEM_REPO,443b7dd95c57bc83598c8c5d514ebb44a4133a43,1,2,1,none|none,0,0,0,0,0.0,0.0,0,0,0,0,0,negativo_confiavel
5321469,long method,function,org.apache.fontbox.cff.DataInput#peekUnsignedByte int,/fontbox/src/main/java/org/apache/fontbox/cff/DataInput.java,126,134,apache/pdfbox,,SEM_REPO,443b7dd95c57bc83598c8c5d514ebb44a4133a43,1,2,1,none|none,0,0,0,0,0.0,0.0,0,0,0,0,0,negativo_confiavel
5322883,data class,class,org.apache.pdfbox.multipdf.PageExtractor,/pdfbox/src/main/java/org/apache/pdfbox/multipdf/PageExtractor.java,28,127,apache/pdfbox,,SEM_REPO,443b7dd95c57bc83598c8c5d514ebb44a4133a43,1,8,4,critical|minor|minor|none|none|none|none|none,3,1,6,3,0.625,0.0,1,0,0,1,1,disputado
5323752,blob,class,org.apache.pdfbox.debugger.fontencodingpane.Type3Font,/debugger/src/main/java/org/apache/pdfbox/debugger/fontencodingpane/Type3Font.java,44,181,apache/pdfbox,,SEM_REPO,443b7dd95c57bc83598c8c5d514ebb44a4133a43,1,2,1,none|none,0,0,0,0,0.0,0.0,0,0,0,0,0,negativo_confiavel
5326926,feature envy,function,org.apache.nifi.web.api.dto.DtoFactory#createSystemDiagnosticsDto SystemDiagnostics,/nifi-nar-bundles/nifi-framework-bundle/nifi-framework/nifi-web/nifi-web-api/src/main/java/org/apache/nifi/web/api/dto/DtoFactory.java,3110,3185,apache/nifi,test-smells-nifi,HASH_OK,c8eff590efa3babcda0b755009224dcac168708b,1,6,3,critical|major|major|minor|minor|minor,6,3,4,3,1.6667,1.5,1,1,1,1,1,positivo_confiavel
5327402,blob,class,org.apache.nifi.provenance.lucene.DeleteIndexAction,/nifi-nar-bundles/nifi-provenance-repository-bundle/nifi-persistent-provenance-repository/src/main/java/org/apache/nifi/provenance/lucene/DeleteIndexAction.java,34,122,apache/nifi,test-smells-nifi,HASH_OK,c8eff590efa3babcda0b755009224dcac168708b,1,4,2,major|major|none|none,2,2,2,2,1.0,1.0,1,0,0,1,1,disputado
5327459,data class,class,org.apache.nifi.web.api.config.ResourceNotFoundExceptionMapper,/nifi-nar-bundles/nifi-framework-bundle/nifi-framework/nifi-web/nifi-web-api/src/main/java/org/apache/nifi/web/api/config/ResourceNotFoundExceptionMapper.java,32,49,apache/nifi,test-smells-nifi,HASH_OK,c8eff590efa3babcda0b755009224dcac168708b,1,2,1,none|none,0,0,0,0,0.0,0.0,0,0,0,0,0,negativo_confiavel
5328561,feature envy,function,org.apache.nifi.processors.solr.SolrUtils.QueryResponseOutputStreamCallback#process OutputStream,/nifi-nar-bundles/nifi-solr-bundle/nifi-solr-processors/src/main/java/org/apache/nifi/processors/solr/SolrUtils.java,289,297,apache/nifi,test-smells-nifi,HASH_OK,c8eff590efa3babcda0b755009224dcac168708b,1,2,1,none|none,0,0,0,0,0.0,0.0,0,0,0,0,0,negativo_confiavel
5328591,long method,function,org.apache.nifi.controller.repository.StandardRepositoryStatusReport#getReportEntries,/nifi-nar-bundles/nifi-framework-bundle/nifi-framework/nifi-framework-core/src/main/java/org/apache/nifi/controller/repository/StandardRepositoryStatusReport.java,36,39,apache/nifi,test-smells-nifi,HASH_OK,c8eff590efa3babcda0b755009224dcac168708b,1,2,1,none|none,0,0,0,0,0.0,0.0,0,0,0,0,0,negativo_confiavel
5328888,long method,function,org.apache.nifi.processors.aws.credentials.provider.factory.strategies.AbstractBooleanCredentialsStrategy#validate ValidationContext|CredentialsStrategy,/nifi-nar-bundles/nifi-aws-bundle/nifi-aws-processors/src/main/java/org/apache/nifi/processors/aws/credentials/provider/factory/strategies/AbstractBooleanCredentialsStrategy.java,51,68,apache/nifi,test-smells-nifi,HASH_OK,c8eff590efa3babcda0b755009224dcac168708b,1,6,3,minor|minor|minor|none|none|none,3,0,4,1,0.5,0.5,1,0,0,0,1,disputado
5330785,data class,class,org.apache.nifi.toolkit.cli.impl.client.NiFiClientFactory.ProxiedNiFiClient,/nifi-toolkit/nifi-toolkit-cli/src/main/java/org/apache/nifi/toolkit/cli/impl/client/NiFiClientFactory.java,113,187,apache/nifi,test-smells-nifi,HASH_OK,c8eff590efa3babcda0b755009224dcac168708b,1,6,3,critical|minor|none|none|none|none,2,1,4,3,0.6667,0.0,1,0,0,1,1,disputado
5331456,feature envy,function,org.apache.nifi.web.StandardNiFiServiceFacade#createProcessGroup Revision|String|ProcessGroupDTO,/nifi-nar-bundles/nifi-framework-bundle/nifi-framework/nifi-web/nifi-web-api/src/main/java/org/apache/nifi/web/StandardNiFiServiceFacade.java,1899,1913,apache/nifi,test-smells-nifi,HASH_OK,c8eff590efa3babcda0b755009224dcac168708b,1,2,1,none|none,0,0,0,0,0.0,0.0,0,0,0,0,0,negativo_confiavel
5333354,long method,function,org.apache.nifi.remote.cluster.NodeInformation#isSiteToSiteSecure,/nifi-commons/nifi-site-to-site-client/src/main/java/org/apache/nifi/remote/cluster/NodeInformation.java,54,56,apache/nifi,test-smells-nifi,HASH_OK,c8eff590efa3babcda0b755009224dcac168708b,1,2,1,none|none,0,0,0,0,0.0,0.0,0,0,0,0,0,negativo_confiavel
5333655,blob,class,org.apache.nifi.controller.queue.clustered.server.ConnectionLoadBalanceServer,/nifi-nar-bundles/nifi-framework-bundle/nifi-framework/nifi-framework-core/src/main/java/org/apache/nifi/controller/queue/clustered/server/ConnectionLoadBalanceServer.java,42,251,apache/nifi,test-smells-nifi,HASH_OK,c8eff590efa3babcda0b755009224dcac168708b,1,6,3,major|none|none|none|none|none,1,1,4,2,0.3333,0.0,1,0,0,1,1,disputado
5333703,blob,class,org.apache.nifi.util.FlowFileUnpackagerV1,/nifi-commons/nifi-flowfile-packager/src/main/java/org/apache/nifi/util/FlowFileUnpackagerV1.java,29,155,apache/nifi,test-smells-nifi,HASH_OK,c8eff590efa3babcda0b755009224dcac168708b,1,4,2,major|minor|none|none,2,1,2,2,0.75,0.5,1,0,0,1,1,disputado
5337101,blob,class,org.apache.nifi.processors.solr.KerberosHttpClientConfigurer,/nifi-nar-bundles/nifi-solr-bundle/nifi-solr-processors/src/main/java/org/apache/nifi/processors/solr/KerberosHttpClientConfigurer.java,49,92,apache/nifi,test-smells-nifi,HASH_OK,c8eff590efa3babcda0b755009224dcac168708b,1,2,1,none|none,0,0,0,0,0.0,0.0,0,0,0,0,0,negativo_confiavel
5338390,blob,class,org.apache.nifi.processors.standard.util.DocumentReaderCallback,/nifi-nar-bundles/nifi-standard-bundle/nifi-standard-processors/src/main/java/org/apache/nifi/processors/standard/util/DocumentReaderCallback.java,31,65,apache/nifi,test-smells-nifi,HASH_OK,c8eff590efa3babcda0b755009224dcac168708b,1,2,1,none|none,0,0,0,0,0.0,0.0,0,0,0,0,0,negativo_confiavel
5338990,long method,function,org.apache.nifi.remote.protocol.http.HttpClientTransaction#writeTransactionResponse ResponseCode|String,/nifi-commons/nifi-site-to-site-client/src/main/java/org/apache/nifi/remote/protocol/http/HttpClientTransaction.java,110,176,apache/nifi,test-smells-nifi,HASH_OK,c8eff590efa3babcda0b755009224dcac168708b,1,4,2,major|major|none|none,2,2,2,2,1.0,1.0,1,0,0,1,1,disputado
5339121,long method,function,org.apache.nifi.controller.FileSystemSwapManager#getOwnerPartition File,/nifi-nar-bundles/nifi-framework-bundle/nifi-framework/nifi-framework-core/src/main/java/org/apache/nifi/controller/FileSystemSwapManager.java,223,236,apache/nifi,test-smells-nifi,HASH_OK,c8eff590efa3babcda0b755009224dcac168708b,1,2,1,none|none,0,0,0,0,0.0,0.0,0,0,0,0,0,negativo_confiavel
5339993,data class,class,org.apache.nifi.registry.flow.mapping.InstantiatedVersionedLabel,/nifi-nar-bundles/nifi-framework-bundle/nifi-framework/nifi-framework-core/src/main/java/org/apache/nifi/registry/flow/mapping/InstantiatedVersionedLabel.java,22,40,apache/nifi,test-smells-nifi,HASH_OK,c8eff590efa3babcda0b755009224dcac168708b,1,8,4,major|major|minor|none|none|none|none|none,3,2,6,2,0.625,0.0,1,0,0,1,1,disputado
5340257,feature envy,function,org.apache.nifi.controller.repository.VolatileContentRepository#exportTo ContentClaim|Path|boolean|long|long,/nifi-nar-bundles/nifi-framework-bundle/nifi-framework/nifi-framework-core/src/main/java/org/apache/nifi/controller/repository/VolatileContentRepository.java,397,418,apache/nifi,test-smells-nifi,HASH_OK,c8eff590efa3babcda0b755009224dcac168708b,1,6,3,minor|minor|minor|none|none|none,3,0,4,1,0.5,0.5,1,0,0,0,1,disputado
5343588,long method,function,org.apache.nifi.processors.aws.dynamodb.PutDynamoDB#onTrigger ProcessContext|ProcessSession,/nifi-nar-bundles/nifi-aws-bundle/nifi-aws-processors/src/main/java/org/apache/nifi/processors/aws/dynamodb/PutDynamoDB.java,100,188,apache/nifi,test-smells-nifi,HASH_OK,c8eff590efa3babcda0b755009224dcac168708b,1,10,5,critical|major|major|minor|minor|none|none|none|none|none,5,3,8,3,0.9,0.5,1,0,0,1,1,disputado
