review_id,sample_id,reviewer_id,smell,severidade,severidade_num,review_timestamp,is_crosscheck
13322,5394068,21,blob,none,0,2019-08-29 13:48:22.119936,1
9482,5395652,4,long method,none,0,2019-07-23 20:23:56.707889,0
9483,5395652,4,feature envy,none,0,2019-07-23 20:23:56.709255,0
4040,5396847,20,feature envy,none,0,2019-04-05 15:12:56.658268,0
4041,5396847,20,long method,none,0,2019-04-05 15:12:56.658620,0
6719,5399317,3,data class,none,0,2019-05-20 09:12:52.288828,0
6720,5399317,3,blob,none,0,2019-05-20 09:12:52.289969,0
5159,5402098,20,long method,none,0,2019-04-12 15:02:35.941903,0
5160,5402098,20,feature envy,none,0,2019-04-12 15:02:35.967448,0
8457,5403342,12,blob,none,0,2019-07-19 12:06:06.946302,0
8458,5403342,12,data class,none,0,2019-07-19 12:06:06.946821,0
8529,5403624,12,long method,minor,1,2019-07-19 12:31:25.510580,0
8530,5403624,12,feature envy,minor,1,2019-07-19 12:31:25.511015,0
10591,5403624,13,feature envy,none,0,2019-07-26 12:30:42.777100,1
10592,5403624,13,long method,minor,1,2019-07-26 12:30:42.777425,1
11998,5403624,3,feature envy,minor,1,2019-08-05 23:19:52.836803,1
11999,5403624,3,long method,minor,1,2019-08-05 23:19:52.837277,1
6421,5406665,7,blob,none,0,2019-04-23 17:23:58.775700,0
6422,5406665,7,data class,none,0,2019-04-23 17:23:58.781608,0
7139,5409414,5,feature envy,none,0,2019-05-24 14:04:34.206305,0
7140,5409414,5,long method,none,0,2019-05-24 14:04:34.244108,0
3956,5412570,13,blob,none,0,2019-04-05 14:42:37.577010,0
3957,5412570,13,data class,none,0,2019-04-05 14:42:37.579820,0
2990,5412639,5,long method,none,0,2019-04-05 12:26:44.839432,0
2991,5412639,5,feature envy,none,0,2019-04-05 12:26:44.863313,0
3023,5414004,17,long method,none,0,2019-04-05 12:28:45.819096,0
3024,5414004,17,feature envy,none,0,2019-04-05 12:28:45.821713,0
8013,5414165,3,blob,none,0,2019-07-18 00:33:27.990900,0
8014,5414165,3,data class,none,0,2019-07-18 00:33:27.994468,0
7287,5414612,5,blob,none,0,2019-05-26 08:59:48.369864,0
7288,5414612,5,data class,minor,1,2019-05-26 08:59:48.370198,0
10435,5414612,30,blob,none,0,2019-07-26 10:05:11.312677,1
10436,5414612,30,data class,critical,3,2019-07-26 10:05:11.315050,1
10497,5414612,28,blob,none,0,2019-07-26 11:03:02.138452,1
10498,5414612,28,data class,major,2,2019-07-26 11:03:02.140031,1
12412,5414612,3,data class,major,2,2019-08-06 16:29:22.165050,1
12413,5414612,3,blob,minor,1,2019-08-06 16:29:22.165618,1
3950,5414837,13,feature envy,none,0,2019-04-05 14:41:46.482154,0
3951,5414837,13,long method,none,0,2019-04-05 14:41:46.482756,0
3864,5416350,4,long method,major,2,2019-04-05 13:29:23.028924,0
3865,5416350,4,feature envy,none,0,2019-04-05 13:29:23.186113,0
11126,5416350,13,long method,minor,1,2019-08-02 12:35:50.875783,1
11127,5416350,13,feature envy,minor,1,2019-08-02 12:35:50.876419,1
11854,5416350,3,feature envy,none,0,2019-08-05 20:38:59.885865,1
11855,5416350,3,long method,minor,1,2019-08-05 20:38:59.886948,1
9775,5417605,4,long method,none,0,2019-07-24 12:41:10.046421,0
9776,5417605,4,feature envy,none,0,2019-07-24 12:41:10.055814,0
4332,5418030,10,long method,none,0,2019-04-12 12:07:09.539519,0
4333,5418030,10,feature envy,none,0,2019-04-12 12:07:09.561800,0
8259,5419311,3,long method,none,0,2019-07-18 15:37:27.917541,0
8260,5419311,3,feature envy,none,0,2019-07-18 15:37:27.922663,0
7411,5420605,5,long method,none,0,2019-05-26 12:41:17.901017,0
7412,5420605,5,feature envy,none,0,2019-05-26 12:41:17.901466,0
3124,5421253,5,blob,none,0,2019-04-05 12:36:34.296082,0
3125,5421253,5,data class,none,0,2019-04-05 12:36:34.303499,0
8281,5421299,3,blob,none,0,2019-07-18 15:52:41.780188,0
8282,5421299,3,data class,none,0,2019-07-18 15:52:41.786893,0
8859,5422127,1,long method,major,2,2019-07-19 15:35:36.883059,0
8860,5422127,1,feature envy,none,0,2019-07-19 15:35:36.909014,0
11850,5422127,3,feature envy,none,0,2019-08-05 20:38:44.206240,1
11851,5422127,3,long method,major,2,2019-08-05 20:38:44.207219,1
6567,5423009,13,feature envy,minor,1,2019-05-10 15:50:44.645172,0
6568,5423009,13,long method,minor,1,2019-05-10 15:50:44.646647,0
11526,5423009,3,feature envy,none,0,2019-08-05 12:30:11.450582,1
11527,5423009,3,long method,minor,1,2019-08-05 12:30:11.450896,1
14237,5423009,5,feature envy,none,0,2019-09-04 12:38:28.176053,1
14238,5423009,5,long method,none,0,2019-09-04 12:38:28.176850,1
9354,5423428,13,long method,none,0,2019-07-23 16:06:04.932758,0
9355,5423428,13,feature envy,major,2,2019-07-23 16:06:04.933119,0
11072,5423428,3,long method,none,0,2019-08-02 00:58:03.006675,1
11073,5423428,3,feature envy,none,0,2019-08-02 00:58:03.007485,1
13645,5423428,1,long method,none,0,2019-08-30 11:02:15.335436,1
13646,5423428,1,feature envy,none,0,2019-08-30 11:02:15.336027,1
7021,5423795,3,blob,none,0,2019-05-20 10:20:35.262804,0
7022,5423795,3,data class,minor,1,2019-05-20 10:20:35.266017,0
10231,5423795,16,blob,none,0,2019-07-26 00:04:45.526585,1
10232,5423795,16,data class,none,0,2019-07-26 00:04:45.530034,1
14898,5423795,20,data class,none,0,2019-09-12 09:50:20.153869,1
14899,5423795,20,blob,none,0,2019-09-12 09:50:20.190751,1
9504,5424715,4,feature envy,none,0,2019-07-23 20:39:42.076860,0
9505,5424715,4,long method,none,0,2019-07-23 20:39:42.077325,0
4895,5425598,20,blob,none,0,2019-04-12 14:40:25.334780,0
4896,5425598,20,data class,none,0,2019-04-12 14:40:25.336255,0
6671,5426714,3,feature envy,none,0,2019-05-20 09:04:17.335983,0
6672,5426714,3,long method,none,0,2019-05-20 09:04:17.336301,0
7379,5427627,5,data class,none,0,2019-05-26 12:37:43.200855,0
7380,5427627,5,blob,none,0,2019-05-26 12:37:43.204891,0
5490,5427653,6,blob,none,0,2019-04-16 18:07:27.571648,0
5491,5427653,6,data class,none,0,2019-04-16 18:07:27.574558,0
7489,5428702,4,feature envy,none,0,2019-05-28 21:07:01.051903,0
7490,5428702,4,long method,none,0,2019-05-28 21:07:01.053223,0
8649,5434262,1,data class,none,0,2019-07-19 13:43:20.548222,0
8650,5434262,1,blob,none,0,2019-07-19 13:43:20.567374,0
6901,5437215,3,feature envy,none,0,2019-05-20 10:05:56.825044,0
6902,5437215,3,long method,none,0,2019-05-20 10:05:56.847401,0
8619,5437491,1,data class,none,0,2019-07-19 13:21:50.789229,0
8620,5437491,1,blob,none,0,2019-07-19 13:21:50.789908,0
6249,5437592,7,long method,none,0,2019-04-23 15:16:33.571564,0
6250,5437592,7,feature envy,minor,1,2019-04-23 15:16:33.572369,0
10371,5437592,4,long method,none,0,2019-07-26 09:31:47.002061,1
10372,5437592,4,feature envy,none,0,2019-07-26 09:31:47.020175,1
11640,5437592,3,feature envy,none,0,2019-08-05 13:43:40.363412,1
11641,5437592,3,long method,none,0,2019-08-05 13:43:40.364155,1
6469,5439112,5,data class,none,0,2019-04-25 13:06:05.849901,0
6470,5439112,5,blob,none,0,2019-04-25 13:06:05.872692,0
2871,5440125,17,feature envy,none,0,2019-04-05 12:17:29.204481,0
2872,5440125,17,long method,none,0,2019-04-05 12:17:29.204993,0
8981,5441225,15,data class,none,0,2019-07-21 12:59:20.100877,0
8982,5441225,15,blob,none,0,2019-07-21 12:59:20.105056,0
8455,5441269,12,blob,none,0,2019-07-19 12:05:46.527954,0
8456,5441269,12,data class,none,0,2019-07-19 12:05:46.528531,0
7925,5444150,3,long method,none,0,2019-07-18 00:07:40.531491,0
7926,5444150,3,feature envy,none,0,2019-07-18 00:07:40.531984,0
3362,5445152,5,long method,none,0,2019-04-05 12:56:31.776481,0
3363,5445152,5,feature envy,none,0,2019-04-05 12:56:31.801785,0
6381,5445165,7,long method,none,0,2019-04-23 17:18:47.938900,0
6382,5445165,7,feature envy,major,2,2019-04-23 17:18:47.939686,0
12668,5445165,3,long method,none,0,2019-08-06 20:13:02.864516,1
12669,5445165,3,feature envy,none,0,2019-08-06 20:13:02.865333,1
13107,5445165,11,long method,none,0,2019-08-23 07:13:02.286522,1
13108,5445165,11,feature envy,minor,1,2019-08-23 07:13:02.286879,1
14866,5445165,20,feature envy,none,0,2019-09-12 09:36:18.591870,1
14867,5445165,20,long method,none,0,2019-09-12 09:36:18.592254,1
8151,5447313,3,blob,none,0,2019-07-18 12:29:29.747955,0
8152,5447313,3,data class,critical,3,2019-07-18 12:29:29.748453,0
14477,5447313,4,blob,none,0,2019-09-11 13:22:17.265443,1
14478,5447313,4,data class,major,2,2019-09-11 13:22:17.266187,1
14686,5447313,20,blob,none,0,2019-09-12 08:16:26.152497,1
14687,5447313,20,data class,major,2,2019-09-12 08:16:26.152978,1
7033,5449838,3,feature envy,none,0,2019-05-20 10:21:14.833115,0
7034,5449838,3,long method,none,0,2019-05-20 10:21:14.833560,0
6399,5450135,7,long method,none,0,2019-04-23 17:21:21.277365,0
6400,5450135,7,feature envy,none,0,2019-04-23 17:21:21.278802,0
3681,5450234,20,long method,none,0,2019-04-05 13:18:03.125991,0
3682,5450234,20,feature envy,none,0,2019-04-05 13:18:03.126315,0
7313,5450516,5,blob,none,0,2019-05-26 09:01:53.174592,0
7314,5450516,5,data class,none,0,2019-05-26 09:01:53.175091,0
9266,5450953,13,blob,none,0,2019-07-23 15:22:54.287118,0
9267,5450953,13,data class,none,0,2019-07-23 15:22:54.287588,0
6402,5456180,7,long method,none,0,2019-04-23 17:21:47.460086,0
6403,5456180,7,feature envy,none,0,2019-04-23 17:21:47.471642,0
6349,5456950,7,long method,none,0,2019-04-23 16:36:59.914405,0
6350,5456950,7,feature envy,major,2,2019-04-23 16:36:59.921826,0
11054,5456950,3,feature envy,none,0,2019-08-02 00:50:38.338510,1
11055,5456950,3,long method,none,0,2019-08-02 00:50:38.338809,1
13101,5456950,11,feature envy,major,2,2019-08-23 07:12:10.704386,1
13102,5456950,11,long method,none,0,2019-08-23 07:12:10.705403,1
9100,5457134,20,blob,none,0,2019-07-23 14:52:48.589276,0
9101,5457134,20,data class,none,0,2019-07-23 14:52:48.625189,0
3485,5459981,5,blob,none,0,2019-04-05 13:05:33.703104,0
3486,5459981,5,data class,none,0,2019-04-05 13:05:33.730175,0
4271,5460082,7,long method,none,0,2019-04-10 09:51:34.282990,0
4701,5461108,20,blob,none,0,2019-04-12 13:20:12.879630,0
4702,5461108,20,data class,none,0,2019-04-12 13:20:12.883922,0
5834,5461682,5,blob,none,0,2019-04-19 10:36:40.272463,0
5835,5461682,5,data class,none,0,2019-04-19 10:36:40.273285,0
8439,5464286,1,data class,none,0,2019-07-19 11:45:25.047104,0
8440,5464286,1,blob,none,0,2019-07-19 11:45:25.047554,0
9400,5464567,4,data class,none,0,2019-07-23 20:00:26.919214,0
9401,5464567,4,blob,none,0,2019-07-23 20:00:26.919941,0
5498,5464749,6,feature envy,none,0,2019-04-16 18:08:13.536316,0
5499,5464749,6,long method,none,0,2019-04-16 18:08:13.539212,0
3136,5467722,20,blob,none,0,2019-04-05 12:37:51.405132,0
3137,5467722,20,data class,none,0,2019-04-05 12:37:51.405791,0
4505,5467722,5,data class,none,0,2019-04-12 13:02:15.403174,0
4506,5467722,5,blob,none,0,2019-04-12 13:02:15.409611,0
5013,5469798,20,feature envy,none,0,2019-04-12 14:54:17.294158,0
5014,5469798,20,long method,minor,1,2019-04-12 14:54:17.294659,0
11386,5469798,3,feature envy,none,0,2019-08-04 22:44:53.528081,1
11387,5469798,3,long method,minor,1,2019-08-04 22:44:53.533000,1
6412,5470060,7,blob,major,2,2019-04-23 17:23:07.135392,0
6413,5470060,7,data class,critical,3,2019-04-23 17:23:07.144847,0
12300,5470060,3,blob,critical,3,2019-08-06 12:11:42.130503,1
12301,5470060,3,data class,none,0,2019-08-06 12:11:42.131377,1
13071,5470060,20,data class,none,0,2019-08-23 07:04:03.733571,1
13072,5470060,20,blob,major,2,2019-08-23 07:04:03.734251,1
4276,5470089,7,long method,critical,3,2019-04-10 09:52:56.249397,0
4277,5470089,7,feature envy,critical,3,2019-04-10 09:52:56.250078,0
10681,5470089,13,long method,critical,3,2019-07-26 13:17:40.707512,1
10682,5470089,13,feature envy,major,2,2019-07-26 13:17:40.709141,1
12222,5470089,3,long method,minor,1,2019-08-06 08:48:29.185400,1
12223,5470089,3,feature envy,none,0,2019-08-06 08:48:29.187585,1
12878,5470089,20,long method,major,2,2019-08-16 13:18:56.179720,1
12879,5470089,20,feature envy,none,0,2019-08-16 13:18:56.184434,1
5792,5470714,25,long method,none,0,2019-04-17 10:42:11.809397,0
5793,5470714,25,feature envy,none,0,2019-04-17 10:42:11.810143,0
3817,5473580,20,feature envy,none,0,2019-04-05 13:26:19.211745,0
3818,5473580,20,long method,none,0,2019-04-05 13:26:19.212579,0
3038,5473710,14,blob,none,0,2019-04-05 12:29:57.789773,0
3039,5473710,14,data class,major,2,2019-04-05 12:29:57.905725,0
11074,5473710,3,blob,none,0,2019-08-02 00:58:06.529389,1
11075,5473710,3,data class,none,0,2019-08-02 00:58:06.529623,1
13381,5473710,1,blob,none,0,2019-08-29 14:09:33.195362,1
13382,5473710,1,data class,major,2,2019-08-29 14:09:33.196073,1
8745,5474154,1,blob,none,0,2019-07-19 14:44:46.380664,0
8746,5474154,1,data class,none,0,2019-07-19 14:44:46.381109,0
6521,5475426,5,data class,none,0,2019-05-10 11:44:28.016423,0
6522,5475426,5,blob,none,0,2019-05-10 11:44:28.016860,0
7657,5476379,3,feature envy,none,0,2019-07-12 23:06:30.085370,0
7658,5476379,3,long method,none,0,2019-07-12 23:06:30.090826,0
9659,5476959,28,feature envy,none,0,2019-07-24 08:09:05.687648,0
9660,5476959,28,long method,none,0,2019-07-24 08:09:05.687877,0
9823,5478880,4,long method,none,0,2019-07-24 12:56:53.921568,0
9824,5478880,4,feature envy,none,0,2019-07-24 12:56:53.931694,0
2837,5479893,20,blob,none,0,2019-04-05 12:14:43.975303,0
2838,5479893,20,data class,none,0,2019-04-05 12:14:43.998472,0
6631,5480114,3,feature envy,none,0,2019-05-20 08:51:02.323135,0
6632,5480114,3,long method,none,0,2019-05-20 08:51:02.323477,0
6539,5485720,5,feature envy,none,0,2019-05-10 13:16:36.296099,0
6540,5485720,5,long method,none,0,2019-05-10 13:16:36.322100,0
4863,5487652,5,long method,none,0,2019-04-12 13:33:04.791596,0
4864,5487652,5,feature envy,none,0,2019-04-12 13:33:04.801437,0
6839,5488746,3,feature envy,none,0,2019-05-20 09:43:59.761538,0
6840,5488746,3,long method,none,0,2019-05-20 09:43:59.776102,0
6169,5490526,4,long method,none,0,2019-04-19 13:27:13.727122,0
6170,5490526,4,feature envy,none,0,2019-04-19 13:27:13.784777,0
5874,5491608,5,data class,none,0,2019-04-19 11:40:26.234401,0
5875,5491608,5,blob,none,0,2019-04-19 11:40:26.236098,0
10111,5492178,3,long method,minor,1,2019-07-25 09:17:15.271159,0
10112,5492178,3,feature envy,none,0,2019-07-25 09:17:15.275311,0
13605,5492178,1,long method,none,0,2019-08-30 09:24:42.779046,1
13606,5492178,1,feature envy,none,0,2019-08-30 09:24:42.783811,1
14233,5492178,13,feature envy,major,2,2019-09-04 12:11:11.295597,1
14234,5492178,13,long method,minor,1,2019-09-04 12:11:11.295929,1
6735,5495116,3,data class,minor,1,2019-05-20 09:17:09.390783,0
6736,5495116,3,blob,minor,1,2019-05-20 09:17:09.392255,0
13649,5495116,1,data class,major,2,2019-08-30 11:04:21.442415,1
13650,5495116,1,blob,none,0,2019-08-30 11:04:21.443850,1
14473,5495116,4,blob,none,0,2019-09-11 13:20:45.219200,1
14474,5495116,4,data class,minor,1,2019-09-11 13:20:45.219755,1
7007,5497076,3,long method,critical,3,2019-05-20 10:19:27.081209,0
7008,5497076,3,feature envy,none,0,2019-05-20 10:19:27.081706,0
10803,5497076,4,long method,critical,3,2019-07-26 20:29:02.275972,1
10804,5497076,4,feature envy,major,2,2019-07-26 20:29:02.276735,1
13283,5497076,1,long method,major,2,2019-08-29 13:13:54.206079,1
13284,5497076,1,feature envy,none,0,2019-08-29 13:13:54.208319,1
3278,5497852,20,long method,none,0,2019-04-05 12:48:51.826708,0
3279,5497852,20,feature envy,none,0,2019-04-05 12:48:51.827098,0
3328,5497900,5,feature envy,none,0,2019-04-05 12:53:55.713951,0
3329,5497900,5,long method,none,0,2019-04-05 12:53:55.714309,0
9216,5498738,20,long method,none,0,2019-07-23 14:59:31.790734,0
9217,5498738,20,feature envy,none,0,2019-07-23 14:59:31.791179,0
3384,5498814,17,blob,none,0,2019-04-05 12:58:43.630405,0
3385,5498814,17,data class,minor,1,2019-04-05 12:58:43.634099,0
12234,5498814,3,data class,none,0,2019-08-06 11:33:21.712869,1
12235,5498814,3,blob,major,2,2019-08-06 11:33:21.713760,1
12993,5498814,20,blob,none,0,2019-08-16 13:38:14.821116,1
12994,5498814,20,data class,minor,1,2019-08-16 13:38:14.825034,1
9386,5499603,4,long method,major,2,2019-07-23 19:56:46.836389,0
9387,5499603,4,feature envy,minor,1,2019-07-23 19:56:46.839849,0
12700,5499603,3,long method,major,2,2019-08-06 20:32:44.537114,1
12701,5499603,3,feature envy,none,0,2019-08-06 20:32:44.541741,1
13553,5499603,1,long method,major,2,2019-08-30 08:07:33.974469,1
13554,5499603,1,feature envy,none,0,2019-08-30 08:07:33.974820,1
6337,5499685,7,blob,none,0,2019-04-23 16:35:56.210018,0
6338,5499685,7,data class,none,0,2019-04-23 16:35:56.217293,0
4465,5501417,16,blob,none,0,2019-04-12 12:44:25.806851,0
4466,5501417,16,data class,none,0,2019-04-12 12:44:25.816489,0
3525,5503308,20,long method,minor,1,2019-04-05 13:07:20.370786,0
3526,5503308,20,feature envy,none,0,2019-04-05 13:07:20.371429,0
12118,5503308,3,long method,major,2,2019-08-06 07:42:37.137136,1
12119,5503308,3,feature envy,none,0,2019-08-06 07:42:37.137453,1
13229,5503308,1,feature envy,none,0,2019-08-29 11:32:38.090137,1
13230,5503308,1,long method,major,2,2019-08-29 11:32:38.090888,1
9721,5506218,10,long method,none,0,2019-07-24 11:03:55.355643,0
9722,5506218,10,feature envy,none,0,2019-07-24 11:03:55.362998,0
7697,5507211,3,blob,none,0,2019-07-12 23:51:20.699308,0
7698,5507211,3,data class,none,0,2019-07-12 23:51:20.700134,0
5220,5508642,20,long method,none,0,2019-04-12 15:07:35.631246,0
5221,5508642,20,feature envy,none,0,2019-04-12 15:07:35.631704,0
6465,5510584,5,feature envy,none,0,2019-04-25 12:55:05.927667,0
6466,5510584,5,long method,none,0,2019-04-25 12:55:05.930216,0
3541,5514575,17,data class,none,0,2019-04-05 13:07:51.604904,0
3542,5514575,17,blob,none,0,2019-04-05 13:07:51.605255,0
4855,5515133,20,blob,none,0,2019-04-12 13:32:25.373886,0
4856,5515133,20,data class,none,0,2019-04-12 13:32:25.393837,0
3605,5515226,5,data class,critical,3,2019-04-05 13:12:50.170511,0
3606,5515226,5,blob,none,0,2019-04-05 13:12:50.170843,0
12460,5515226,3,data class,none,0,2019-08-06 16:34:59.686632,1
12461,5515226,3,blob,none,0,2019-08-06 16:34:59.686995,1
14754,5515226,4,blob,none,0,2019-09-12 08:47:17.757262,1
14755,5515226,4,data class,none,0,2019-09-12 08:47:17.766764,1
3132,5515839,17,data class,major,2,2019-04-05 12:37:16.410501,0
3133,5515839,17,blob,none,0,2019-04-05 12:37:16.412073,0
12060,5515839,3,blob,none,0,2019-08-06 07:32:07.349633,1
12061,5515839,3,data class,minor,1,2019-08-06 07:32:07.351220,1
13277,5515839,1,data class,major,2,2019-08-29 13:06:55.110054,1
13278,5515839,1,blob,none,0,2019-08-29 13:06:55.122479,1
3463,5515872,5,long method,none,0,2019-04-05 13:04:17.532344,0
3464,5515872,5,feature envy,none,0,2019-04-05 13:04:17.532930,0
6227,5515917,20,data class,none,0,2019-04-19 15:28:59.514935,0
6228,5515917,20,blob,none,0,2019-04-19 15:28:59.515390,0
8497,5516476,1,blob,none,0,2019-07-19 12:25:50.817262,0
8498,5516476,1,data class,none,0,2019-07-19 12:25:50.817777,0
5206,5516822,5,feature envy,none,0,2019-04-12 15:06:33.143433,0
5207,5516822,5,long method,none,0,2019-04-12 15:06:33.143933,0
4793,5517044,20,blob,none,0,2019-04-12 13:25:40.456781,0
4794,5517044,20,data class,minor,1,2019-04-12 13:25:40.457200,0
10902,5517044,1,blob,none,0,2019-07-29 12:22:39.730888,1
10903,5517044,1,data class,major,2,2019-07-29 12:22:39.739464,1
11736,5517044,3,data class,critical,3,2019-08-05 15:57:34.924345,1
11737,5517044,3,blob,major,2,2019-08-05 15:57:34.924734,1
14588,5517044,4,blob,none,0,2019-09-11 15:18:16.686155,1
14589,5517044,4,data class,critical,3,2019-09-11 15:18:16.692142,1
8215,5519299,3,blob,major,2,2019-07-18 14:15:45.187275,0
8216,5519299,3,data class,none,0,2019-07-18 14:15:45.191889,0
15191,5519299,4,blob,none,0,2019-09-12 19:56:42.582691,1
15192,5519299,4,data class,minor,1,2019-09-12 19:56:42.598031,1
15289,5519299,21,data class,none,0,2019-09-13 06:37:06.687147,1
15290,5519299,21,blob,none,0,2019-09-13 06:37:06.688959,1
6505,5520288,5,blob,none,0,2019-04-26 09:40:52.769154,0
6506,5520288,5,data class,none,0,2019-04-26 09:40:52.770510,0
7247,5520984,5,feature envy,none,0,2019-05-26 08:53:30.121464,0
7248,5520984,5,long method,none,0,2019-05-26 08:53:30.121900,0
8999,5524586,15,data class,none,0,2019-07-21 13:00:42.580514,0
9000,5524586,15,blob,none,0,2019-07-21 13:00:42.581205,0
7675,5525645,3,feature envy,none,0,2019-07-12 23:48:55.295720,0
7676,5525645,3,long method,none,0,2019-07-12 23:48:55.296051,0
3150,5527964,16,data class,none,0,2019-04-05 12:38:52.086010,0
3151,5527964,16,blob,none,0,2019-04-05 12:38:52.086799,0
7771,5529562,3,blob,minor,1,2019-07-13 00:46:05.444571,0
7772,5529562,3,data class,none,0,2019-07-13 00:46:05.446063,0
13607,5529562,1,blob,none,0,2019-08-30 09:24:57.925974,1
13608,5529562,1,data class,none,0,2019-08-30 09:24:57.926545,1
14403,5529562,4,blob,major,2,2019-09-08 21:26:34.724339,1
14404,5529562,4,data class,none,0,2019-09-08 21:26:34.870405,1
15061,5529562,5,blob,none,0,2019-09-12 10:33:48.450301,1
15062,5529562,5,data class,none,0,2019-09-12 10:33:48.453132,1
3551,5533033,1,blob,none,0,2019-04-05 13:09:06.600907,0
3552,5533033,1,data class,none,0,2019-04-05 13:09:06.601343,0
4633,5534322,20,feature envy,none,0,2019-04-12 13:15:16.386369,0
4634,5534322,20,long method,none,0,2019-04-12 13:15:16.389545,0
8639,5535647,4,feature envy,none,0,2019-07-19 13:30:02.785412,0
8640,5535647,4,long method,none,0,2019-07-19 13:30:02.785950,0
6667,5536525,3,blob,none,0,2019-05-20 09:03:36.107942,0
6668,5536525,3,data class,none,0,2019-05-20 09:03:36.111347,0
6311,5537428,7,blob,none,0,2019-04-23 16:33:52.545211,0
6312,5537428,7,data class,none,0,2019-04-23 16:33:52.546043,0
9296,5539522,13,data class,none,0,2019-07-23 15:29:37.015313,0
9297,5539522,13,blob,minor,1,2019-07-23 15:29:37.015667,0
10263,5539522,16,blob,none,0,2019-07-26 00:28:03.311453,1
10264,5539522,16,data class,none,0,2019-07-26 00:28:03.313962,1
11824,5539522,3,data class,none,0,2019-08-05 20:28:14.748691,1
11825,5539522,3,blob,minor,1,2019-08-05 20:28:14.753045,1
7117,5542756,5,feature envy,none,0,2019-05-24 11:39:12.427953,0
7118,5542756,5,long method,none,0,2019-05-24 11:39:12.430242,0
4403,5543924,16,data class,none,0,2019-04-12 12:25:40.079133,0
4404,5543924,16,blob,none,0,2019-04-12 12:25:40.081092,0
8627,5545552,4,blob,none,0,2019-07-19 13:27:48.956098,0
8628,5545552,4,data class,none,0,2019-07-19 13:27:48.956468,0
3910,5547100,13,blob,none,0,2019-04-05 14:25:05.191712,0
3911,5547100,13,data class,none,0,2019-04-05 14:25:05.194100,0
7529,5548181,4,long method,none,0,2019-05-28 21:22:06.389823,0
7530,5548181,4,feature envy,none,0,2019-05-28 21:22:06.390380,0
5634,5549285,6,blob,none,0,2019-04-16 18:32:04.153205,0
5635,5549285,6,data class,none,0,2019-04-16 18:32:04.154623,0
8055,5551982,3,long method,none,0,2019-07-18 00:37:55.895097,0
8056,5551982,3,feature envy,none,0,2019-07-18 00:37:55.895770,0
9484,5554251,4,blob,none,0,2019-07-23 20:24:32.307882,0
9485,5554251,4,data class,none,0,2019-07-23 20:24:32.311862,0
9388,5555115,4,long method,none,0,2019-07-23 19:56:52.119420,0
9389,5555115,4,feature envy,none,0,2019-07-23 19:56:52.120805,0
8315,5558410,3,blob,none,0,2019-07-18 21:16:12.582809,0
8316,5558410,3,data class,none,0,2019-07-18 21:16:12.583291,0
5119,5559770,20,long method,none,0,2019-04-12 15:00:56.334732,0
5120,5559770,20,feature envy,none,0,2019-04-12 15:00:56.336327,0
6475,5562678,5,data class,none,0,2019-04-25 13:17:40.078459,0
6476,5562678,5,blob,none,0,2019-04-25 13:17:40.085283,0
3926,5562874,13,data class,none,0,2019-04-05 14:31:04.349143,0
3927,5562874,13,blob,none,0,2019-04-05 14:31:04.352367,0
7323,5563186,5,data class,none,0,2019-05-26 09:02:32.038230,0
7324,5563186,5,blob,none,0,2019-05-26 09:02:32.038578,0
9831,5565017,4,blob,none,0,2019-07-24 13:03:00.628322,0
9832,5565017,4,data class,none,0,2019-07-24 13:03:00.641579,0
8547,5573352,4,blob,none,0,2019-07-19 12:38:49.594482,0
8548,5573352,4,data class,none,0,2019-07-19 12:38:49.594836,0
6659,5573449,3,long method,major,2,2019-05-20 09:01:20.345647,0
6660,5573449,3,feature envy,none,0,2019-05-20 09:01:20.352113,0
10137,5573449,13,long method,critical,3,2019-07-25 13:42:54.603772,0
10138,5573449,13,feature envy,critical,3,2019-07-25 13:42:54.610248,0
14303,5573449,20,long method,major,2,2019-09-04 19:13:44.613934,1
14304,5573449,20,feature envy,none,0,2019-09-04 19:13:44.619222,1
8535,5575053,4,data class,major,2,2019-07-19 12:35:14.466492,0
8536,5575053,4,blob,none,0,2019-07-19 12:35:14.467122,0
11350,5575053,3,data class,major,2,2019-08-04 21:56:10.588129,1
11351,5575053,3,blob,none,0,2019-08-04 21:56:10.588942,1
9082,5575320,20,data class,none,0,2019-07-23 14:51:53.419422,0
9083,5575320,20,blob,none,0,2019-07-23 14:51:53.454135,0
4757,5576325,20,data class,none,0,2019-04-12 13:23:41.123998,0
4758,5576325,20,blob,none,0,2019-04-12 13:23:41.130223,0
10039,5578507,4,feature envy,none,0,2019-07-24 21:38:08.452540,0
10040,5578507,4,long method,minor,1,2019-07-24 21:38:08.452889,0
10970,5578507,3,long method,none,0,2019-08-01 23:30:35.226220,1
10971,5578507,3,feature envy,none,0,2019-08-01 23:30:35.227735,1
15265,5578507,21,long method,none,0,2019-09-13 05:56:25.538193,1
15266,5578507,21,feature envy,none,0,2019-09-13 05:56:25.541224,1
4558,5580164,20,long method,none,0,2019-04-12 13:07:21.235764,0
4559,5580164,20,feature envy,none,0,2019-04-12 13:07:21.239306,0
7545,5580203,4,feature envy,none,0,2019-05-29 14:54:09.428772,0
7546,5580203,4,long method,none,0,2019-05-29 14:54:09.432478,0
8195,5580284,3,blob,minor,1,2019-07-18 14:09:08.714148,0
8196,5580284,3,data class,none,0,2019-07-18 14:09:08.714716,0
14874,5580284,20,blob,minor,1,2019-09-12 09:36:54.706318,1
